ts_unix_ms,elapsed_ms,reasm_ip_ns,reasm_ip_cnt,reasm_tcp_ns,reasm_tcp_cnt,lockwait_ns,parse_ns,parse_cnt,dump_ns,dump_cnt,sip_parse_ns,sip_group_ns
1782717964182,41605,103078322,38128,0,0,337554351,4427611120,38125,6050101,38125,1051534252,445770532
1782717964433,41856,103606339,38759,0,0,352108187,4512364225,38757,6108017,38757,1075158769,457881867
1782717964685,42108,104096077,39390,0,0,352202844,4590556833,39387,6163948,39387,1096148917,467045435
1782717964936,42359,104896628,40248,0,0,355426302,4692712539,40245,6646252,40245,1116554685,485283266
1782717965188,42611,105498126,40944,0,0,355538435,4780677402,40941,6717033,40941,1134888055,498472561
1782717965440,42863,106713225,41737,0,0,373079411,4890278408,41734,6787065,41734,1156096723,518240771
1782717965691,43114,107777159,42546,0,0,373202097,4979827171,42544,7823827,42544,1179261943,530754404
1782717965942,43365,108671870,43297,0,0,373297084,5056042054,43295,7884077,43295,1194943974,541086290
1782717966195,43618,111207802,43851,0,0,391615521,5111043919,43848,7930455,43848,1204125767,548193113
1782717966446,43869,112765010,44732,0,0,391740557,5201351390,44729,8004091,44729,1222255618,559004041
1782717966807,44230,113485800,45466,0,0,409831290,5282453695,45464,8620511,45464,1237799231,569317521
1782717967060,44483,113784401,45961,0,0,409880225,5304122148,45959,8651185,45959,1242120832,571269481
1782717967311,44734,114262972,46600,0,0,409962235,5358174786,46597,8699609,46597,1255016797,576313139
1782717967565,44988,114668853,47219,0,0,410038243,5397654607,47217,8744548,47216,1265201309,581914374
1782717967828,45251,115668449,47848,0,0,410123622,5459033490,47846,8795132,47845,1274055692,586649405
1782717968081,45504,116163360,48596,0,0,428138919,5504311825,48594,8845927,48593,1283232347,591509294
1782717968338,45761,116574784,49100,0,0,444930605,5529557158,49098,8882896,49097,1288264852,594373013
1782717968590,46012,116986604,49627,0,0,445005129,5573820301,49624,8925617,49623,1298323009,600559943
1782717968887,46310,117727425,50437,0,0,459654941,5643579780,50435,8992115,50434,1319930611,609418629
1782717969139,46562,118340961,51189,0,0,488409890,5698577089,51187,9800409,51186,1331128755,621402832
1782717969393,46816,118914633,51943,0,0,489269443,5738802397,51941,9858622,51940,1339104511,625104520
1782717969647,47070,126338754,52602,0,0,489365890,5821603877,52600,9915559,52599,1362958630,632849272
1782717969898,47321,126829327,53353,0,0,513473690,5873337017,53351,9967680,53350,1378820159,637133488
1782717970150,47573,127578718,53458,0,0,513491328,5913035228,53455,9978682,53454,1394271216,643500629
1782717970417,47840,128066803,54103,0,0,550861568,5951995742,54100,10025212,54099,1401371080,648421323
1782717970669,48092,128532590,54836,0,0,573707683,6005182661,54834,10079624,54833,1412414148,652335684
1782717970930,48353,129042225,55587,0,0,573804076,6059703410,55585,10136594,55584,1420228154,655913736
1782717971193,48616,130716646,56088,0,0,573885985,6103300599,56086,10185919,56085,1431546278,664132076
1782717971445,48868,131224206,56589,0,0,573971958,6175288206,56587,11736460,56585,1451778225,674749055
1782717971697,49120,131992264,57397,0,0,588948815,6288880655,57395,11810115,57393,1480222451,684277764
1782717971948,49371,133015766,58148,0,0,601656245,6375507775,58146,12415365,58144,1499967527,697350738
1782717972199,49622,135963131,58898,0,0,601771162,6461950284,58896,12482818,58894,1523605499,707601534
1782717972450,49873,137766958,59651,0,0,617258199,6544949359,59649,12549300,59647,1546608042,720259788
1782717972701,50125,140494253,60386,0,0,617372568,6626763594,60384,12613337,60382,1564090831,731591801
1782717972953,50376,141111014,60984,0,0,635163665,6716405899,60981,12683004,60979,1584106679,744879195
1782717973218,50641,144142668,61888,0,0,635317153,6828788417,61886,12779959,61884,1613176756,759070417
1782717973469,50892,144867359,62583,0,0,635429325,6914255289,62580,12849379,62578,1634681152,773532513
1782717973722,51145,145877226,63259,0,0,635537521,7003827740,63257,12915653,63255,1654122500,785977011
1782717973984,51407,148585810,64009,0,0,647333184,7121822741,64007,13002665,64005,1685267276,805193115
1782717974376,51799,151575951,64513,0,0,656535956,7187238394,64511,13050248,64509,1698002941,818311944
1782717974628,52051,152610753,65305,0,0,657471832,7307998304,65303,13143709,65301,1723533427,835671918
1782717974879,52302,153619905,66034,0,0,659112625,7394007391,66031,13212458,66029,1743783200,852137288
1782717975130,52553,154274666,66807,0,0,659303891,7490785871,66805,13283382,66803,1767006236,867745827
1782717975382,52805,154783276,67308,0,0,675944171,7553503478,67306,13336388,67304,1784153901,873821345
1782717975633,53056,155614080,67648,0,0,700983527,7593002802,67645,13367268,67642,1792079525,877867537
1782717975885,53308,164107806,68478,0,0,729101938,7710232312,68476,13446675,68473,1816900315,892654091
1782717976138,53561,164735615,69214,0,0,729923982,7810447371,69211,13882957,69208,1835996463,906786416
1782717976390,53813,165935433,69981,0,0,730775027,7897104594,69979,13949525,69976,1856369788,920612379
1782717976642,54065,167444782,70660,0,0,745590950,7962882674,70658,14003683,70655,1866898135,931036083
1782717976894,54317,167997683,71410,0,0,761969824,8031428562,71408,14066915,71405,1882501381,941927525
1782717977147,54570,169059103,72162,0,0,780571127,8109662644,72160,14136634,72157,1903373924,949535208
1782717977398,54821,170018669,72913,0,0,781127841,8189066610,72911,14205875,72908,1923080260,958317087
1782717977649,55072,171156329,73630,0,0,796989021,8265446219,73628,14270066,73625,1940112242,969487720
1782717977932,55355,171688667,74330,0,0,812543596,8325895711,74327,14328239,74324,1952363562,975949809
1782717978184,55607,173665866,75123,0,0,814181726,8420205396,75121,14396318,75118,1977168059,988051426
1782717978436,55859,175438436,75854,0,0,827978672,8500429240,75851,14460885,75848,1996304969,997443099
1782717978687,56110,176746361,76638,0,0,828101714,8584878729,76636,14530763,76633,2014229576,1008187743
1782717978953,56376,178416133,77180,0,0,846173732,8661727885,77177,14656754,77174,2034616254,1016717402
1782717979205,56628,179832285,77939,0,0,846304321,8785208937,77936,14735845,77933,2060384208,1034793617
1782717979456,56879,180494024,78790,0,0,864821787,8882881930,78787,14810546,78783,2084231593,1048447836
1782717979710,57133,181253436,79523,0,0,882401964,8982416787,79520,14890179,79516,2104861848,1056762245
1782717979961,57384,182679686,79896,0,0,882468950,9045383630,79893,14929508,79889,2115946343,1063575575
1782717980213,57636,182805692,80020,0,0,882491684,9070833801,80018,14943991,80014,2121098595,1068786528
1782717980503,57926,182805692,80020,0,0,882491684,9070833801,80018,14943991,80014,2121098595,1068786528
1782717980849,58272,182805692,80020,0,0,882491684,9070833801,80018,14943991,80014,2121098595,1068786528
1782717981224,58648,183656639,80081,0,0,895259675,9085292660,80073,14949649,80069,2122174603,1070429615
1782717981478,58901,183656639,80081,0,0,895259675,9085292660,80073,14949649,80069,2122174603,1070429615
1782717982210,59633,183672799,80093,0,0,895260759,9085798817,80079,14950487,80075,2122200023,1070544331
1782717982465,59888,183672799,80093,0,0,895260759,9085798817,80079,14950487,80075,2122200023,1070544331
1782717982717,60140,183672799,80093,0,0,895260759,9085798817,80079,14950487,80075,2122200023,1070544331
1782717982968,60391,183672799,80093,0,0,895260759,9085798817,80079,14950487,80075,2122200023,1070544331
1782717983221,60644,183672799,80093,0,0,895260759,9085798817,80079,14950487,80075,2122200023,1070544331
1782717983472,60895,185564499,81244,0,0,896280928,9230452037,81229,15060487,81225,2155138038,1099313427
1782717983723,61146,187615667,82715,0,0,920418482,9420148351,82700,15469336,82696,2202028467,1128317258
1782717984351,61774,188490957,83491,0,0,962463032,9535809737,83477,15545751,83473,2236957354,1145511853
1782717984601,62024,188880209,83996,0,0,973708700,9583045807,83981,16103108,83977,2245906861,1151302968
1782717984852,62275,189767903,84251,0,0,992609801,9621983027,84236,16129252,84232,2256794920,1155805563
1782717985325,62748,191171570,85508,0,0,1003848118,9757445981,85494,16247660,85490,2286993536,1176459741
1782717985577,63000,194140393,86435,0,0,1030896745,9873243705,86420,16339124,86416,2317187314,1196259409
1782717985828,63251,195737630,87100,0,0,1031016456,9972563616,87085,16411183,87081,2341431234,1213313962
1782717986080,63503,197479716,88519,0,0,1069941614,10139934155,88504,17210430,88500,2380639479,1240935108
1782717986331,63754,198527904,89830,0,0,1085237838,10312264409,89815,17320919,89811,2415962240,1264114571
1782717986582,64004,202615152,91338,0,0,1124804821,10493903609,91323,17455616,91319,2456890328,1293108645
1782717986834,64257,205767475,92409,0,0,1162799440,10686358207,92394,17587275,92390,2495577726,1327063331
1782717987084,64507,208708092,94272,0,0,1177573791,10904537142,94257,17818526,94253,2542291967,1371228011
1782717987335,64758,210945756,95682,0,0,1194707177,11076501635,95667,18369814,95663,2581959087,1396489782
1782717987586,65008,213123008,97180,0,0,1215226154,11291953364,97165,19154605,97161,2625388135,1432767781
1782717987836,65260,217757252,98728,0,0,1231227448,11476674607,98714,19663044,98710,2666765772,1466961254
1782717988088,65511,221317797,100216,0,0,1249328304,11665244244,100201,20397958,100197,2710468001,1504535219
1782717988338,65762,223831508,101687,0,0,1263974670,11849873460,101672,21249240,101668,2747411199,1534457225
1782717988590,66012,226156969,103135,0,0,1281259334,12024494215,103120,21382656,103116,2782188893,1567314087
1782717988840,66263,227745353,104516,0,0,1311085842,12224165910,104501,21531992,104497,2823400245,1608202452
1782717989091,66514,229713188,105889,0,0,1336198296,12371287097,105874,21648197,105870,2854462388,1628343886
1782717989342,66765,231188516,107347,0,0,1350758951,12515492274,107332,21768109,107328,2888713177,1648713444
1782717989673,67096,231950882,108404,0,0,1351591296,12579407375,108390,21851878,108386,2904574934,1655767684
1782717990239,67663,232153996,108657,0,0,1351622841,12598050767,108643,21870920,108639,2907083522,1659714822
1782717990496,67919,233003493,109501,0,0,1367357242,12693179505,109486,21943808,109482,2932430588,1674699168
1782717990751,68174,233981834,110557,0,0,1380400422,12797251544,110543,22042994,110539,2951826354,1691992951
1782717991254,68677,235263543,111307,0,0,1380503566,12875688792,111293,22104503,111289,2961722753,1711509527
1782717991506,68929,239416151,112083,0,0,1412218648,13046051223,112068,23824727,112064,2995631559,1744743591
1782717991762,69185,242747225,113556,0,0,1426835874,13245781139,113541,23975106,113531,3035154043,1770217873
1782717992018,69441,246408806,114812,0,0,1451152560,13466334529,114797,24665391,114787,3092970026,1813700807
1782717992270,69693,249042655,116868,0,0,1466278458,13687964143,116853,24849347,116843,3141880198,1845485028
1782717992521,69944,250514020,118439,0,0,1475560449,13872482329,118425,25373022,118415,3189552573,1872017563
1782717992772,70195,252601448,119844,0,0,1489814533,14072599073,119829,25525384,119819,3230001893,1903262111
1782717993024,70447,257117706,121435,0,0,1504384529,14252520120,121420,25710348,121410,3270409978,1939444552
1782717993274,70697,258279089,122739,0,0,1512884524,14391161629,122724,25829591,122714,3297087099,1956298508
1782717993525,70948,259847497,124162,0,0,1562596043,14540367322,124147,25958372,124137,3328592039,1979524725
1782717993776,71199,260339777,124845,0,0,1562685575,14606896181,124831,26011761,124821,3347975369,1985535867
1782717994252,71676,260697426,125345,0,0,1562750636,14641601573,125331,26049590,125321,3356197649,1990210399
1782717994505,71928,262999111,126117,0,0,1575265324,14767080229,126102,26141486,126088,3377137050,2019277507
1782717995379,72802,263961553,127134,0,0,1575438399,14900571021,127120,26244288,127106,3409128925,2049599862
1782717996166,73590,264563421,127873,0,0,1575537482,14979716342,127859,26302965,127842,3422755881,2058498612
1782717996424,73847,265394163,128811,0,0,1657071576,15103437760,128797,26381444,128777,3439721767,2089558552
1782717996676,74099,266692046,129987,0,0,1657207534,15185108307,129973,26466044,129953,3457606144,2104884891
1782717996927,74350,267176418,130612,0,0,1667194120,15254112258,130597,26515550,130577,3478337061,2115114025
1782717997180,74603,267881389,131539,0,0,1676824999,15330427219,131524,26588396,131504,3493441289,2130168129
1782717997432,74855,270060911,133252,0,0,1690934064,15503367970,133237,26738637,133217,3534959504,2155804248
1782717997683,75106,273290366,134795,0,0,1707416772,15674554270,134780,26873355,134760,3577986416,2177847686
1782717997933,75356,274909259,136258,0,0,1713465892,15830583165,136243,27001343,136223,3619484506,2199664934
1782717998184,75607,277469541,137613,0,0,1714872069,15992709093,137598,27121576,137578,3660485395,2216747864
1782717998435,75858,281464958,139101,0,0,1718050173,16143529431,139086,27724677,139062,3690591618,2242598260
1782717998685,76109,283008836,140326,0,0,1749726064,16295519614,140311,27838626,140287,3724499097,2263277123
1782717998966,76389,283375654,140927,0,0,1749798225,16325861712,140913,27881582,140889,3731765785,2266202685
1782717999218,76641,284243179,141953,0,0,1761903800,16467921930,141938,27969289,141914,3755513740,2287667180
1782718000049,77472,285433549,143390,0,0,1776168845,16641563470,143376,28090745,143324,3795371618,2312515157
1782718000302,77725,288674356,144312,0,0,1802854835,16840987750,144297,28541761,144242,3841560968,2352167913
1782718000552,77976,290123426,146006,0,0,1833072330,17035759360,145991,28687731,145936,3889972881,2384489575
1782718000803,78226,294488361,147763,0,0,1833324846,17227031968,147749,28889043,147694,3934788710,2412819985
1782718001064,78487,296255504,149128,0,0,1853919871,17413091331,149113,29621593,149058,3964029806,2444474710
1782718001315,78738,298162139,150689,0,0,1872587367,17629244935,150675,29764075,150620,4014240403,2477210533
1782718001567,78990,303841117,151680,0,0,1889905233,17733814324,151666,29851611,151611,4033089674,2492317502
1782718001819,79242,307335498,153108,0,0,1906420042,17949556434,153093,30007831,153038,4077598049,2530974680
1782718002070,79493,309447745,154608,0,0,1922669382,18143070759,154593,30150651,154538,4117494111,2565965197
1782718002322,79745,311494245,155850,0,0,1940748952,18318798943,155836,32652417,155781,4162264826,2594975691
1782718002574,79997,312884840,157337,0,0,1959505663,18513568322,157323,32797203,157264,4206439709,2629311182
1782718002829,80252,315402452,158621,0,0,1998730972,18689317435,158606,33059346,158547,4245514177,2663823855
