ts_unix_ms,elapsed_ms,source,recv,drop,ifdrop,d_recv,d_drop,d_ifdrop,drop_pct
1782717922577,0,lo,0,0,0,0,0,0,0.000
1782717922829,252,lo,0,0,0,0,0,0,0.000
1782717923085,508,lo,0,0,0,0,0,0,0.000
1782717923336,759,lo,0,0,0,0,0,0,0.000
1782717923588,1011,lo,0,0,0,0,0,0,0.000
1782717923840,1263,lo,0,0,0,0,0,0,0.000
1782717924096,1519,lo,0,0,0,0,0,0,0.000
1782717924353,1776,lo,0,0,0,0,0,0,0.000
1782717924651,2074,lo,0,0,0,0,0,0,0.000
1782717924902,2325,lo,0,0,0,0,0,0,0.000
1782717925156,2579,lo,0,0,0,0,0,0,0.000
1782717925461,2884,lo,0,0,0,0,0,0,0.000
1782717925711,3134,lo,0,0,0,0,0,0,0.000
1782717926198,3621,lo,0,0,0,0,0,0,0.000
1782717926459,3882,lo,0,0,0,0,0,0,0.000
1782717926711,4134,lo,0,0,0,0,0,0,0.000
1782717926962,4385,lo,296,0,0,296,0,0,0.000
1782717927214,4637,lo,596,0,0,300,0,0,0.000
1782717927498,4921,lo,872,0,0,276,0,0,0.000
1782717927750,5173,lo,1118,0,0,246,0,0,0.000
1782717928001,5424,lo,1376,0,0,258,0,0,0.000
1782717928256,5679,lo,1630,0,0,254,0,0,0.000
1782717928578,6000,lo,1880,0,0,250,0,0,0.000
1782717928829,6252,lo,2166,0,0,286,0,0,0.000
1782717929081,6504,lo,2462,0,0,296,0,0,0.000
1782717929371,6794,lo,2708,0,0,246,0,0,0.000
1782717929630,7053,lo,3006,0,0,298,0,0,0.000
1782717929903,7326,lo,3264,0,0,258,0,0,0.000
1782717930157,7580,lo,3382,0,0,118,0,0,0.000
1782717930410,7833,lo,3690,0,0,308,0,0,0.000
1782717930661,8084,lo,3942,0,0,252,0,0,0.000
1782717930922,8345,lo,4160,0,0,218,0,0,0.000
1782717931174,8597,lo,4556,0,0,396,0,0,0.000
1782717931425,8848,lo,4860,0,0,304,0,0,0.000
1782717931676,9099,lo,5122,0,0,262,0,0,0.000
1782717931929,9352,lo,5428,0,0,306,0,0,0.000
1782717932180,9603,lo,5634,0,0,206,0,0,0.000
1782717932431,9854,lo,5936,0,0,302,0,0,0.000
1782717932682,10105,lo,6236,0,0,300,0,0,0.000
1782717932933,10356,lo,6538,0,0,302,0,0,0.000
1782717933184,10607,lo,6836,0,0,298,0,0,0.000
1782717933435,10858,lo,7136,0,0,300,0,0,0.000
1782717933760,11183,lo,7528,0,0,392,0,0,0.000
1782717934014,11437,lo,7832,0,0,304,0,0,0.000
1782717934266,11690,lo,8132,0,0,300,0,0,0.000
1782717934518,11941,lo,8432,0,0,300,0,0,0.000
1782717934770,12193,lo,8736,0,0,304,0,0,0.000
1782717935021,12444,lo,9042,0,0,306,0,0,0.000
1782717935272,12695,lo,9346,0,0,304,0,0,0.000
1782717935524,12947,lo,9644,0,0,298,0,0,0.000
1782717935775,13198,lo,9920,0,0,276,0,0,0.000
1782717936035,13458,lo,10228,0,0,308,0,0,0.000
1782717936286,13709,lo,10520,0,0,292,0,0,0.000
1782717936537,13960,lo,10822,0,0,302,0,0,0.000
1782717936788,14211,lo,11128,0,0,306,0,0,0.000
1782717937040,14463,lo,11428,0,0,300,0,0,0.000
1782717937291,14714,lo,11732,0,0,304,0,0,0.000
1782717937560,14983,lo,11994,0,0,262,0,0,0.000
1782717937861,15284,lo,12296,0,0,302,0,0,0.000
1782717938135,15558,lo,12612,0,0,316,0,0,0.000
1782717938392,15815,lo,12988,0,0,376,0,0,0.000
1782717938644,16067,lo,13238,0,0,250,0,0,0.000
