ts_unix_ms,elapsed_ms,source,recv,drop,ifdrop,d_recv,d_drop,d_ifdrop,drop_pct
1782834329528,0,lo,0,0,0,0,0,0,0.000
1782834329781,253,lo,0,0,0,0,0,0,0.000
1782834330036,508,lo,0,0,0,0,0,0,0.000
1782834330287,759,lo,0,0,0,0,0,0,0.000
1782834330538,1009,lo,0,0,0,0,0,0,0.000
1782834330791,1263,lo,0,0,0,0,0,0,0.000
1782834331043,1515,lo,0,0,0,0,0,0,0.000
1782834331294,1766,lo,0,0,0,0,0,0,0.000
1782834331554,2025,lo,0,0,0,0,0,0,0.000
1782834331820,2292,lo,0,0,0,0,0,0,0.000
1782834332122,2594,lo,0,0,0,0,0,0,0.000
1782834332377,2850,lo,0,0,0,0,0,0,0.000
1782834332667,3139,lo,0,0,0,0,0,0,0.000
1782834332921,3394,lo,0,0,0,0,0,0,0.000
1782834333189,3661,lo,0,0,0,0,0,0,0.000
1782834333448,3920,lo,0,0,0,0,0,0,0.000
1782834333698,4170,lo,140,0,0,140,0,0,0.000
1782834333950,4422,lo,444,0,0,304,0,0,0.000
1782834334200,4672,lo,746,0,0,302,0,0,0.000
1782834334450,4923,lo,960,0,0,214,0,0,0.000
1782834334701,5173,lo,1252,0,0,292,0,0,0.000
1782834334956,5428,lo,1528,0,0,276,0,0,0.000
1782834335209,5681,lo,1810,0,0,282,0,0,0.000
1782834335459,5931,lo,2112,0,0,302,0,0,0.000
1782834335709,6181,lo,2416,0,0,304,0,0,0.000
1782834335960,6432,lo,2712,0,0,296,0,0,0.000
1782834336210,6683,lo,3012,0,0,300,0,0,0.000
1782834336462,6934,lo,3312,0,0,300,0,0,0.000
1782834336713,7185,lo,3568,0,0,256,0,0,0.000
1782834336977,7449,lo,3864,0,0,296,0,0,0.000
1782834337234,7706,lo,4160,0,0,296,0,0,0.000
1782834337537,8008,lo,4466,0,0,306,0,0,0.000
1782834337788,8260,lo,4712,0,0,246,0,0,0.000
1782834338038,8511,lo,5016,0,0,304,0,0,0.000
1782834338289,8761,lo,5316,0,0,300,0,0,0.000
1782834338539,9010,lo,5612,0,0,296,0,0,0.000
