ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782834334576,2.7,2.0,5.2,3.1,4.4,1243,2154
1782834335577,3.1,2.1,4.2,1.0,2.2,1245,2152
1782834336577,1.8,2.0,0.0,5.3,3.4,1250,2147
1782834337583,2.3,2.0,3.2,1.1,1.0,1254,2144
1782834338585,2.6,1.0,1.0,5.3,4.4,1255,2142
1782834339586,5.3,6.2,4.2,5.2,3.3,1256,2141
1782834340586,2.4,3.0,2.0,4.3,3.4,1256,2141
1782834341587,2.4,0.0,0.0,4.3,4.4,1258,2139
1782834342587,2.1,1.0,0.0,4.2,2.3,1258,2139
1782834343588,2.9,0.0,3.0,4.2,3.4,1260,2137
1782834344602,1.8,1.0,3.1,2.0,1.1,1260,2137
1782834345602,1.8,0.0,2.1,2.1,2.2,1260,2137
1782834346602,2.1,0.0,3.1,5.1,2.2,1260,2137
1782834347603,2.1,1.0,5.3,1.0,2.2,1260,2137
1782834348603,2.4,0.0,5.3,1.0,4.4,1260,2137
1782834349961,1.1,0.8,1.6,0.0,0.8,1260,2137
1782834350962,1.5,0.0,1.1,4.0,0.0,1260,2137
1782834351970,1.8,3.1,3.2,0.0,1.0,1260,2137
1782834352974,2.1,4.2,2.1,2.0,0.0,1260,2137
1782834353981,1.8,3.1,3.1,3.1,0.0,1260,2137
1782834354982,2.3,1.1,0.0,3.2,2.1,1260,2137
1782834355990,1.3,3.1,1.0,3.0,1.0,1261,2136
1782834356991,1.8,1.1,4.2,1.0,0.0,1262,2135
1782834357992,2.3,3.2,3.2,2.0,0.0,1263,2135
1782834359111,1.6,3.6,2.8,0.0,0.9,1264,2134
1782834360136,1.0,0.0,0.0,2.0,1.9,1264,2134
1782834361226,0.7,0.9,0.0,0.0,0.0,1264,2134
1782834362226,3.4,2.0,4.1,7.3,4.2,1266,2131
1782834363230,4.7,5.3,5.4,5.1,1.0,1270,2127
1782834364231,4.8,4.2,9.6,1.0,5.6,1273,2124
1782834365236,4.2,1.0,7.5,3.2,4.4,1287,2110
1782834366236,5.3,0.0,10.6,4.0,4.6,1292,2105
1782834367242,5.0,0.0,11.7,5.9,5.7,1299,2098
1782834368243,5.0,0.0,10.6,3.1,5.7,1300,2097
1782834369244,5.5,10.5,1.0,5.1,3.4,1300,2097
1782834370244,5.6,12.6,2.0,4.1,7.9,1301,2096
1782834371245,4.2,3.1,2.2,7.4,1.1,1301,2096
1782834372245,4.8,4.1,7.3,3.1,4.7,1301,2096
1782834373246,5.0,3.0,9.4,3.0,4.7,1301,2096
1782834374251,5.2,11.2,0.0,6.1,3.4,1301,2096
1782834375251,2.9,3.2,5.3,3.1,2.0,1302,2095
1782834376252,4.7,0.0,5.3,7.3,5.6,1302,2095
1782834377252,6.3,1.0,4.0,12.6,6.9,1302,2095
1782834378253,6.1,6.2,6.0,6.2,6.8,1302,2095
1782834379256,3.9,3.2,5.1,5.4,2.1,1303,2094
1782834380267,4.9,1.0,5.0,8.4,4.4,1303,2094
1782834381274,3.7,6.4,4.1,5.4,0.0,1304,2094
1782834382275,3.9,4.3,4.0,5.3,1.0,1304,2093
1782834383277,3.4,5.3,5.1,4.3,0.0,1304,2093
1782834384277,3.6,5.3,4.1,4.3,0.0,1304,2093
1782834385280,5.0,9.6,4.1,0.0,7.5,1304,2093
1782834386281,2.1,0.0,5.1,3.2,0.0,1305,2092
1782834387400,2.3,0.9,0.9,5.5,2.0,1306,2091
1782834388835,0.4,0.7,0.7,0.0,1.4,1306,2091
1782834389884,1.7,1.0,1.9,1.0,1.0,1308,2089
1782834390886,6.7,6.2,9.1,7.4,5.6,1308,2089
1782834391887,6.2,3.1,7.4,7.4,5.9,1308,2089
1782834392888,8.2,8.2,3.0,10.8,10.5,1327,2070
1782834393888,7.4,7.2,12.9,0.0,10.3,1343,2054
1782834394889,6.6,9.5,8.5,1.0,5.6,1343,2054
1782834395891,7.2,14.0,3.0,9.1,5.7,1347,2050
