ts_unix_ms,elapsed_ms,reasm_ip_ns,reasm_ip_cnt,reasm_tcp_ns,reasm_tcp_cnt,lockwait_ns,parse_ns,parse_cnt,dump_ns,dump_cnt
1782709116445,96688,616258846,251334,0,0,2922954274,30375820391,251116,46710925,244598
1782709116696,96940,619077677,253297,0,0,2939771881,30602569932,253079,47275514,246465
1782709116948,97191,623921834,255282,0,0,2952523742,30813248585,255065,47793272,248296
1782709117199,97442,627758108,257322,0,0,2968704448,31039729261,257104,48340123,250248
1782709117453,97696,630811360,259383,0,0,2983729136,31267337500,259165,48963619,252285
1782709117704,97948,634988946,261089,0,0,3011261247,31479036292,260871,49136681,253957
1782709117955,98198,639860733,263194,0,0,3026644600,31705922379,262976,49333534,255790
1782709118205,98448,645366667,264725,0,0,3037145733,31929543153,264507,49989839,257014
1782709118460,98703,650043687,265904,0,0,3061163513,32148353766,265686,50120725,257910
1782709118711,98955,657394743,267629,0,0,3075392171,32372806578,267411,50315776,259098
1782709118973,99216,662341396,269174,0,0,3089934712,32607283485,268956,50538663,260309
1782709119225,99468,665598454,271086,0,0,3103057738,32832649852,270868,50841144,261601
1782709119481,99724,668748955,273215,0,0,3117602623,33069621766,272997,51017265,263230
1782709119735,99979,672200090,275014,0,0,3147836123,33281003079,274796,51191776,264862
1782709119987,100230,678299759,276844,0,0,3163081050,33504671998,276627,51718361,266472
1782709120239,100482,682075011,278672,0,0,3185240611,33723416780,278454,51885739,268032
1782709120491,100734,685361258,280857,0,0,3193895125,33959783551,280639,52073877,270053
1782709120743,100987,690264315,282718,0,0,3210576386,34180074315,282500,52659752,271795
1782709120993,101236,692585225,284410,0,0,3227582801,34400316069,284192,53175844,273341
1782709121244,101487,695850983,286566,0,0,3243943941,34626660009,286348,53364046,275220
1782709121495,101739,700745962,288716,0,0,3259102006,34853363813,288498,53729574,277331
1782709121747,101991,702804292,290777,0,0,3277075134,35076380082,290559,53903192,279141
1782709122000,102243,705951001,292801,0,0,3289201997,35305132811,292583,54085105,280804
1782709122252,102495,709098844,294609,0,0,3312898138,35507224049,294391,54227117,282186
1782709122504,102747,713467492,296434,0,0,3337739294,35724876064,296216,54707723,283581
1782709122756,103000,719027697,298034,0,0,3353267896,35947955892,297816,54851875,284984
1782709123008,103251,722666148,300216,0,0,3369565491,36171015151,299998,57168302,286447
1782709123259,103502,724727481,301630,0,0,3392904686,36389066937,301412,57315955,287613
1782709123511,103754,728709423,303485,0,0,3408732896,36615617686,303267,57504270,289167
1782709123767,104010,732655678,304987,0,0,3431979271,36837509219,304769,57639176,290437
1782709124018,104261,737003192,306738,0,0,3445843745,37064876073,306520,57808778,291940
1782709124270,104513,745950082,308284,0,0,3467991652,37271828661,308066,57946249,293232
1782709124524,104767,749877679,309795,0,0,3480291012,37496286095,309577,58102157,294531
1782709124780,105023,752962751,311680,0,0,3526397706,37706163639,311462,58685749,296082
1782709125031,105274,755878862,313495,0,0,3543077318,37933633107,313277,59356849,297611
1782709125282,105525,760147412,315560,0,0,3556374828,38162441060,315342,59526842,299370
1782709125539,105782,765846207,317440,0,0,3572681529,38390913167,317222,60267186,301169
1782709125790,106033,773067337,319565,0,0,3587562309,38615069649,319347,60438716,302895
1782709126045,106288,779171368,321805,0,0,3603129662,38840939537,321587,60611424,304623
1782709126298,106541,782348626,323961,0,0,3618941197,39069797907,323743,60771040,306222
1782709126552,106795,785414510,325632,0,0,3636281353,39293133649,325414,60924076,307505
1782709126803,107046,789047023,327686,0,0,3654907113,39513794820,327468,61588871,309323
1782709127054,107297,792917761,329815,0,0,3683490080,39723560311,329597,61775310,310883
1782709127307,107550,798932473,331922,0,0,3696010347,39949408745,331704,61953820,312561
1782709127558,107801,806038266,333964,0,0,3708748250,40174886046,333746,62218638,314201
1782709127809,108052,808997401,335947,0,0,3723501773,40400967843,335729,62817285,315716
1782709128060,108303,813946689,338059,0,0,3738466796,40629543940,337841,63027918,317406
1782709128311,108554,818811669,339984,0,0,3755146597,40850813408,339766,63535053,319012
1782709128563,108806,821371149,341911,0,0,3768090524,41078595062,341693,64057926,320681
1782709128819,109062,824792977,343946,0,0,3780166067,41305382408,343728,64282727,322402
1782709129070,109313,828935844,345990,0,0,3812262315,41520201356,345772,64468336,324187
1782709129322,109565,832820955,347531,0,0,3828478987,41745071572,347313,64646112,325598
1782709129578,109821,837049242,349721,0,0,3841816789,41978045037,349503,64847729,327555
1782709129829,110072,841744221,351688,0,0,3859636622,42198459793,351470,65033914,329165
1782709130081,110324,845836461,353149,0,0,3881275449,42419630996,352931,65668026,330470
1782709130332,110575,849795910,355028,0,0,3896160743,42640983608,354810,65838421,331860
1782709130583,110826,851725906,357011,0,0,3909822119,42870241603,356793,65995389,333385
1782709130838,111081,857299809,359049,0,0,3926310993,43097252604,358831,66227172,335108
1782709131089,111332,861003830,361237,0,0,3937089265,43328137825,361019,66385253,336612
1782709131340,111583,868478602,363222,0,0,3957189441,43541110468,363004,66552623,338144
1782709131592,111835,872023497,365063,0,0,3992190431,43756551038,364845,66728193,339659
1782709131848,112091,878207708,366724,0,0,4025944510,43967570941,366506,67434737,340769
1782709132101,112344,880863698,368216,0,0,4043160488,44194002634,367998,67587049,341911
1782709132352,112595,884233808,369693,0,0,4060015798,44418573402,369475,67737734,343032
1782709132603,112846,885870947,370922,0,0,4089304223,44632820168,370704,67856876,343921
1782709132854,113097,890381879,373136,0,0,4106388477,44856356094,372918,68390153,345440
1782709133105,113348,892960897,374928,0,0,4122428817,45082725321,374710,68561453,346932
1782709133356,113599,899762202,376974,0,0,4138098631,45301787553,376756,70452036,348616
1782709133607,113851,904292137,379308,0,0,4155396251,45536363177,379090,70658862,350655
1782709133875,114118,905950595,381269,0,0,4176833093,45764007883,380900,70787160,352051
1782709134126,114369,906722799,381899,0,0,4183946698,45783906913,381215,70800083,352173
1782709134537,114780,907090773,382529,0,0,4192571250,45807664158,381530,70812228,352310
1782709134788,115031,909729491,383579,0,0,4219375972,45851624353,382055,70827681,352462
1782709135041,115284,910537675,384419,0,0,4219424561,45878609077,382475,70837890,352550
1782709135292,115535,911549717,385200,0,0,4225401499,45904104520,382865,70846611,352639
1782709135544,115787,911880266,385889,0,0,4225434102,45919148220,383210,70848864,352652
1782709135842,116085,912144073,386640,0,0,4234536526,45940530644,383585,70851893,352684
1782709136094,116337,915500824,387421,0,0,4234576518,45967092580,383976,70857663,352742
1782709136356,116599,915778770,388051,0,0,4234611863,45978291684,384291,70861120,352776
1782709136624,116868,916052293,388681,0,0,4234645202,46002621347,384606,70866488,352832
1782709137183,117426,916572565,389377,0,0,4249688848,46037630414,384954,70878159,352954
1782709137434,117678,917258563,389980,0,0,4313914761,46175882592,385480,70904194,353198
1782709137686,117930,922253463,391188,0,0,4327343369,46399618212,386688,71015660,354217
1782709137937,118180,927159773,393033,0,0,4342699719,46622852797,388533,71181379,355946
1782709138191,118434,929913760,394942,0,0,4371759373,46840328993,390442,71319339,357284
1782709138443,118686,932394588,396850,0,0,4382196788,47064766142,392350,71451165,358526
1782709138694,118938,933966458,398096,0,0,4393492240,47276146396,393596,71537461,359287
1782709139246,119489,936384129,400841,0,0,4417158191,47531717455,396342,71682070,360838
1782709139529,119772,940107183,402870,0,0,4500208166,47674709887,398371,71783680,361999
1782709139784,120027,945010833,404560,0,0,4515142424,47870847854,400060,71928440,363251
1782709140223,120466,947798582,406970,0,0,4554885533,48171211113,402471,72079062,365026
1782709140475,120718,949805747,408869,0,0,4564235172,48359771902,404369,72186542,366185
1782709140737,120981,950783508,409762,0,0,4576277309,48455284300,405262,72248084,366809
1782709140989,121232,951855828,410885,0,0,4592072342,48566957602,406385,72319449,367700
1782709141258,121501,954620349,412530,0,0,4637708849,48714943997,408031,72439759,369190
1782709141566,121809,964370985,414623,0,0,4662912525,48906204303,410124,72579089,370750
1782709141817,122060,968406518,415830,0,0,4687043404,49119632057,411330,72691810,371812
1782709142071,122314,973643348,417987,0,0,4697860807,49270613287,413487,72858975,373715
1782709142324,122567,976155939,418865,0,0,4709068924,49386375117,414365,72931549,374364
1782709142576,122819,977768789,420455,0,0,4720161253,49509295196,415956,73043492,375649
1782709142827,123070,980740279,421632,0,0,4734363380,49631673077,417132,73172006,376569
1782709143100,123343,982918224,423989,0,0,4747725148,49791680286,419490,73335779,378577
1782709143353,123596,985312158,425346,0,0,4755726855,49913581984,420846,73440234,379715
1782709143643,123887,988471074,428759,0,0,4793579615,50104147101,424260,73693349,382441
1782709143955,124198,990693883,431042,0,0,4818297738,50238051472,426543,73860508,384448
1782709144208,124451,993739254,432496,0,0,4836685879,50450241822,427996,74037846,385807
1782709144463,124706,996651454,434060,0,0,4858450954,50667750211,429560,74794696,387352
1782709144715,124959,1000411786,436168,0,0,4875536353,50893075746,431668,74961613,388723
1782709144967,125210,1003411681,437575,0,0,4915177427,51083593936,433075,75082405,389730
1782709145218,125461,1010661833,439803,0,0,4929989551,51302821547,435303,75241126,391238
1782709145470,125713,1013818135,442302,0,0,4941722758,51537720859,437802,75916440,392948
1782709145721,125965,1016907830,444496,0,0,4957024405,51764314650,439996,76076616,394528
1782709145973,126216,1021142363,446224,0,0,4974601784,51968587988,441724,76223160,395981
1782709146225,126468,1024586580,447923,0,0,5022568681,52174999966,443423,76357020,397322
1782709146477,126720,1027392655,449900,0,0,5042079706,52402831331,445400,76499260,398780
1782709146729,126973,1031333217,451670,0,0,5057316335,52629970486,447170,76717614,400126
1782709146982,127225,1042403812,453649,0,0,5081272350,52840003991,449149,78131280,401851
1782709147234,127477,1046349247,455689,0,0,5094484436,53065929568,451189,78296571,403550
1782709147485,127728,1050033912,457647,0,0,5106053955,53295541475,453148,78467561,405278
1782709147737,127981,1056032357,459697,0,0,5124135379,53518151194,455197,78608273,406684
1782709147988,128231,1060044430,461588,0,0,5143435448,53738547039,457088,78761003,408150
1782709148240,128483,1062966641,463770,0,0,5157280788,53958787306,459270,80290958,409968
1782709148490,128733,1066543286,465652,0,0,5178354806,54167144651,461152,80458055,411766
1782709148741,128985,1069722233,467469,0,0,5211313288,54385825781,462969,80598070,413149
1782709148992,129235,1075108383,468788,0,0,5227722063,54608120153,464288,80707936,414057
1782709149244,129487,1078009453,470852,0,0,5244060248,54833407834,466352,80853110,415345
1782709149495,129738,1084697781,472879,0,0,5263138469,55051600344,468379,81035884,417155
1782709149747,129991,1088133305,475243,0,0,5275783402,55277337347,470743,81633211,418554
1782709149999,130242,1094645161,477056,0,0,5287651707,55505606303,472557,82216892,419951
1782709150251,130494,1100557857,478924,0,0,5311399246,55716443438,474425,82388193,421300
1782709150503,130746,1104051303,480578,0,0,5327544595,55937381357,476078,82535718,422378
1782709150757,131000,1107155877,482492,0,0,5363550422,56144533393,477992,82657139,423454
1782709151010,131253,1111438812,484353,0,0,5373625382,56373696451,479853,83645508,424967
1782709151265,131508,1114833876,486127,0,0,5393513257,56602688153,481627,83812987,426352
1782709151517,131760,1119081206,487851,0,0,5406466393,56820124270,483351,83970801,427768
1782709151770,132013,1123859269,489417,0,0,5449036916,57029758774,484917,84094567,428697
1782709152024,132267,1129703195,491505,0,0,5467219739,57252181792,487005,84270127,430221
1782709152278,132521,1135149016,493317,0,0,5480340920,57483245722,488817,84556129,431738
1782709152532,132775,1138870359,495521,0,0,5496962581,57708462825,491021,85139643,433321
1782709152786,133029,1142028163,497647,0,0,5509854061,57939655075,493147,85312506,434859
1782709153037,133280,1146050714,499705,0,0,5523454264,58165374596,495205,85471738,436320
1782709153290,133533,1149910323,501434,0,0,5533793977,58394195960,496934,85606099,437748
1782709153541,133784,1153258214,503838,0,0,5546681521,58622687173,499338,85780284,439436
1782709153797,134040,1157523043,505948,0,0,5571865113,58844043661,501448,85930500,440976
1782709154048,134291,1160131020,507923,0,0,5590305011,59068240403,503423,86852603,442263
1782709154301,134544,1164659835,510204,0,0,5602996616,59294804746,505704,87035865,443969
1782709154552,134795,1167682549,512366,0,0,5619612168,59517372585,507866,87197785,445449
1782709154804,135047,1171677764,514288,0,0,5637089795,59745011605,509788,87361608,447028
1782709155056,135299,1175057583,516195,0,0,5667414404,59954359380,511695,87846924,448266
1782709155308,135551,1180729355,518017,0,0,5677896182,60184445570,513517,88004692,449840
1782709155559,135802,1184146717,520439,0,0,5698562777,60405978708,515939,88593162,451507
1782709155813,136056,1187171001,522407,0,0,5728800701,60613778568,517907,88731833,452906
1782709156065,136308,1190091317,524309,0,0,5752474857,60833908490,519809,88872231,454186
1782709156320,136563,1195939287,526380,0,0,5768783669,61059784219,521880,89444462,455794
1782709156571,136814,1197762153,528379,0,0,5783446774,61286824303,523879,89580711,457162
1782709156821,137064,1202582338,530713,0,0,5797329097,61512093580,526213,89746583,458913
1782709157076,137319,1205676180,532901,0,0,5816539308,61740715569,528401,90061332,460328
1782709157329,137572,1211298883,534767,0,0,5828401919,61967706827,530267,90640175,461975
1782709157581,137824,1214002979,537021,0,0,5843772063,62193870726,532521,90782635,463365
1782709157832,138075,1218638484,539045,0,0,5870950209,62404374031,534545,90934800,464753
1782709158085,138328,1224789749,541130,0,0,5883925483,62629385802,536630,91102918,466365
1782709158341,138584,1227647757,543347,0,0,5900827975,62861103229,538847,91270004,468021
1782709158593,138836,1231218359,545462,0,0,5917928372,63088911583,540962,91473464,469512
1782709158845,139088,1233555361,547575,0,0,5930907700,63320447099,543075,91619925,471023
1782709159096,139339,1235914453,549467,0,0,5948481476,63549067798,544967,91761206,472369
1782709159352,139595,1239526097,551458,0,0,5969199851,63776067765,546958,91921655,473939
1782709159606,139850,1243128343,553560,0,0,5983320567,64001119044,549060,92085303,475543
1782709159857,140100,1246608094,555528,0,0,6000601722,64216257120,551028,92236062,476975
1782709160107,140350,1249205496,557639,0,0,6030625578,64440034875,553139,92354613,478108
1782709160358,140601,1251431035,559443,0,0,6053363627,64659598007,554943,92900200,479441
1782709160611,140855,1254465601,561770,0,0,6066222867,64883728056,557270,93076405,481056
1782709160865,141108,1256842407,563951,0,0,6085295420,65107475957,559451,93231078,482606
1782709161116,141359,1259687362,566238,0,0,6099489645,65337025235,561738,93372491,483991
1782709161370,141613,1264274031,568196,0,0,6118398526,65560772475,563696,93631101,485605
1782709161624,141868,1266839936,570296,0,0,6134849501,65788078390,565796,93771850,486886
1782709161877,142120,1269593077,572391,0,0,6158717472,66004500842,567891,93935876,488407
1782709162128,142371,1273166608,574503,0,0,6171400365,66227865261,570003,94098816,489863
1782709162379,142622,1274100752,575571,0,0,6186494372,66303697954,570883,94149379,490334
1782709162630,142874,1274365743,575991,0,0,6186518649,66320247679,571093,94159377,490426
1782709162882,143125,1274478527,576214,0,0,6186587860,66326531626,571204,94162208,490451
1782709163133,143376,1274654784,576634,0,0,6186609628,66336946927,571414,94165925,490481
1782709163393,143636,1274759527,576844,0,0,6186622265,66343062316,571519,94168774,490512
1782709163659,143903,1274948313,577264,0,0,6192640813,66351095717,571729,94175000,490587
1782709164098,144341,1275126518,577666,0,0,6192663132,66363022031,571930,94179319,490630
1782709164350,144593,1275271916,577876,0,0,6192677484,66376439838,572035,94181829,490649
1782709164662,144906,1276309569,578506,0,0,6192714515,66397798327,572350,94183396,490661
1782709164934,145177,1276354470,578596,0,0,6192720244,66401676223,572395,94184413,490672
1782709165196,145439,1276514198,579016,0,0,6192744106,66411591053,572605,94186420,490686
1782709165459,145702,1278534143,579679,0,0,6192814293,66457471125,573130,94222397,491034
1782709165711,145955,1280618881,581614,0,0,6216942853,66618780147,575064,94369170,492809
1782709165964,146207,1282286670,583304,0,0,6217140685,66738845942,576754,94497150,494359
1782709166215,146458,1284303008,585311,0,0,6262765071,66900442313,578761,94644668,496165
1782709166467,146710,1286042472,587049,0,0,6262992881,67120675752,580499,94788460,497775
1782709166742,146986,1289048276,589377,0,0,6343026585,67302536340,582828,97493905,499909
1782709167011,147254,1292748631,592388,0,0,6367013018,67498913233,585839,97728505,502774
1782709167290,147533,1300774580,594896,0,0,6436504376,67665682314,588346,97967191,505166
1782709167549,147792,1303235648,597853,0,0,6447211809,67865228378,591304,98181024,507968
1782709167823,148066,1305873308,601056,0,0,6462566572,68072724041,594507,98421810,511074
1782709168103,148346,1309176196,604466,0,0,6476875508,68266681499,597917,98677337,514356
1782709168376,148619,1311815494,607655,0,0,6500474465,68457435377,601106,98927779,517402
1782709168630,148874,1314649952,610518,0,0,6518140460,68645824314,603969,99147447,520078
1782709168881,149124,1319378926,612611,0,0,6541948239,68808123557,606061,99346873,522051
1782709169134,149377,1324891743,615238,0,0,6566840918,68979849034,608688,99555070,524475
1782709169389,149632,1327819761,617951,0,0,6597542501,69157445797,611401,99760145,527086
1782709169656,149900,1330680112,621010,0,0,6608104964,69387716168,614461,99983246,529878
1782709169927,150170,1333236696,623811,0,0,6622111846,69573771759,617262,102873174,532542
1782709170199,150442,1335780364,626456,0,0,6664930842,69757083984,619907,103055324,534737
1782709170487,150730,1342568434,628874,0,0,6673905958,69943463860,622324,103242092,536857
1782709170748,150992,1347887061,631511,0,0,6685574742,70152758575,624962,103435046,539191
1782709171002,151245,1350137176,634138,0,0,6692559191,70313357624,627588,103629976,541660
1782709178436,158679,1354826667,637462,0,0,6704821014,70524079247,630912,103880045,544833
1782709178701,158945,1368952703,641047,0,0,6720816538,70718872965,634497,104039273,546574
1782709178952,159195,1370514998,642801,0,0,6731857067,70848505897,636251,104154946,547910
1782709179203,159446,1373297097,645887,0,0,6732236895,71045126635,639338,104406622,550997
1782709179459,159702,1375811042,648541,0,0,6737401867,71209458413,641991,104622305,553650
1782709179829,160072,1381968704,653200,0,0,6749503005,71550699849,646650,106104144,558309
1782709180081,160324,1387155456,655596,0,0,6759632510,71771926701,649046,106370243,560705
1782709180339,160582,1390989512,658969,0,0,6769956001,72006981173,652419,106663045,563748
1782709180590,160833,1394392268,660901,0,0,6794850522,72213257971,654351,106868542,565680
1782709180871,161114,1397857373,663095,0,0,6808051129,72482497262,656546,107114286,567408
1782709181144,161387,1401499638,665985,0,0,6821650944,72732403811,659435,107400330,570181
1782709181598,161841,1408989023,670650,0,0,6834755257,73104052370,664100,107815230,574441
1782709181854,162097,1412653966,673265,0,0,6846364860,73332572592,666715,108066941,576697
1782709182112,162355,1417979293,675601,0,0,6864413759,73563753677,669051,108281258,578561
1782709182364,162607,1421287496,678367,0,0,6886632224,73783261955,671817,108765579,580902
1782709182623,162867,1424865538,680086,0,0,6898923870,74016482754,673536,108969338,582296
1782709182874,163117,1428054821,682608,0,0,6914032676,74243202048,676058,109108915,583262
1782709183126,163369,1431667294,684268,0,0,6928319331,74469596029,677718,109254156,584267
1782709183377,163620,1437038945,686109,0,0,6946748203,74692967390,679559,109462336,585933
1782709183628,163872,1442609013,687357,0,0,6982239762,74895116057,680807,109613524,586971
1782709183879,164122,1447398843,690104,0,0,6993985686,75123860831,683554,109819495,588977
1782709184132,164375,1450526279,692917,0,0,7008518797,75353922700,686367,110020052,591087
1782709184383,164626,1453796258,695752,0,0,7021160924,75583172979,689202,110203110,593028
1782709184634,164878,1456245613,697657,0,0,7064280283,75784657001,691107,110349055,594548
1782709184886,165129,1460187935,700132,0,0,7076700804,76014317305,693582,110541796,596290
1782709185136,165379,1465398789,702620,0,0,7087170418,76236331307,696070,111747831,598754
1782709185390,165633,1470978293,705284,0,0,7098831110,76465606326,698734,111944093,600814
1782709185642,165886,1475670955,707446,0,0,7113410230,76694012273,700896,112121850,602681
1782709185893,166136,1480272221,709935,0,0,7127140277,76921679546,703385,112715126,604776
1782709186144,166387,1483525003,712704,0,0,7140713502,77149706777,706154,112912988,606686
1782709186396,166639,1487043078,715483,0,0,7155935221,77375904800,708933,113099002,608343
1782709186652,166896,1491725570,718327,0,0,7168514802,77607927432,711778,113682976,610538
1782709186903,167146,1496633434,721175,0,0,7191903509,77820940246,714625,113873836,612256
1782709187154,167397,1500763876,723662,0,0,7206573297,78045162817,717112,114201356,614357
1782709187405,167648,1504750508,725973,0,0,7226271609,78269030880,719424,114426705,616471
1782709187656,167900,1508995636,728518,0,0,7240310770,78493853954,721968,114677184,618583
1782709187907,168150,1513046432,731298,0,0,7251002200,78714446365,724748,115008182,620952
1782709188157,168401,1517154344,733815,0,0,7263763561,78941202791,727265,115220652,622902
1782709188409,168652,1520065372,736685,0,0,7280441395,79166565336,730135,115413826,624835
1782709188663,168907,1522731639,739939,0,0,7293244090,79363172878,733390,115607294,627228
1782709188913,169156,1525676162,743441,0,0,7305603872,79547391217,736892,115898770,630631
1782709189170,169413,1528816844,749357,0,0,7313610903,79724556026,742808,116155662,636386
1782709189421,169664,1531675415,755261,0,0,7315909761,79891012523,748711,116383199,642135
1782709189671,169915,1534607362,760430,0,0,7316200980,80068874911,753881,116595595,647035
1782709189923,170166,1538200456,765940,0,0,7320429937,80277193818,759390,117327436,652495
1782709190176,170419,1541862680,773594,0,0,7324353115,80517346810,767044,117640244,660022
1782709190447,170690,1544613315,777550,0,0,7329818418,80704787454,771001,117869785,663879
1782709190725,170969,1546665092,779714,0,0,7338884186,80758816239,772162,117885532,664056
1782709191056,171299,1547457505,780354,0,0,7338921515,80771347024,772482,117892281,664131
1782709191308,171551,1547694380,780772,0,0,7339359627,80782897040,772691,117899711,664206
1782709191560,171803,1547694380,780772,0,0,7339359627,80782897040,772691,117899711,664206
1782709191843,172086,1547859018,781183,0,0,7339378834,80790391750,772896,117904633,664270
1782709192159,172402,1547948747,781391,0,0,7339390282,80793706460,773000,117906832,664295
1782709192534,172777,1548508597,781809,0,0,7339411094,80803025955,773209,117906832,664295
1782709192809,173052,1548613951,781927,0,0,7339416104,80804711910,773268,117907775,664306
1782709193538,173781,1548892276,782553,0,0,7339444589,80816053056,773581,117918020,664416
1782709193796,174039,1549016369,782819,0,0,7343605346,80822288773,773714,117927416,664459
1782709194702,174946,1549453944,784134,0,0,7343665419,80843868894,774371,117929451,664484
