ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782834115296,2.6,2.0,5.2,3.0,3.4,1195,2202
1782834116297,2.6,1.0,5.1,1.0,1.1,1197,2200
1782834117298,1.6,1.0,3.1,0.0,4.5,1197,2200
1782834118298,2.6,4.2,1.0,0.0,2.3,1197,2200
1782834119298,1.8,0.0,4.3,1.0,1.1,1197,2200
1782834120299,2.4,3.0,2.0,3.2,3.4,1197,2200
1782834121299,2.1,3.1,0.0,2.0,1.2,1197,2200
1782834122300,2.4,0.0,6.3,0.0,3.4,1197,2200
1782834123300,2.1,1.0,5.3,0.0,2.2,1197,2200
1782834124307,0.8,2.0,1.0,2.0,1.0,1197,2200
1782834125361,0.5,0.0,0.0,0.0,1.0,1197,2200
1782834126363,2.9,8.4,0.0,1.0,3.4,1197,2200
1782834127364,1.6,4.2,0.0,0.0,2.2,1197,2200
1782834128409,1.0,1.0,1.0,0.0,0.0,1197,2200
1782834129411,1.6,2.1,4.2,0.0,1.0,1197,2200
1782834130411,2.4,1.0,0.0,4.3,3.4,1199,2199
1782834131412,1.9,1.0,5.4,0.0,2.3,1199,2199
1782834132421,1.5,0.0,3.2,1.1,2.0,1200,2197
1782834133423,1.6,1.0,2.2,3.2,0.0,1200,2197
1782834134433,1.5,1.0,2.1,2.1,1.0,1204,2193
1782834135448,1.0,0.0,1.0,1.0,0.0,1204,2193
1782834136450,2.1,2.0,2.1,4.3,1.1,1204,2193
1782834137450,2.3,0.0,0.0,6.3,4.4,1204,2193
1782834138451,1.0,1.0,1.0,1.1,1.0,1204,2193
1782834139501,1.2,1.9,1.0,2.0,1.0,1212,2185
1782834140504,0.5,1.0,0.0,0.0,0.0,1212,2185
1782834141516,0.5,0.0,0.0,0.0,0.0,1212,2185
1782834142561,0.2,0.0,1.0,1.0,0.0,1212,2185
1782834143562,6.1,5.2,4.0,9.6,7.8,1212,2185
1782834144564,5.0,5.1,7.4,1.0,7.0,1220,2177
1782834145565,5.3,4.0,9.7,0.0,6.9,1229,2168
1782834146569,4.2,3.1,6.4,5.3,3.1,1247,2150
1782834147570,4.5,8.4,3.1,1.0,5.6,1255,2143
1782834148571,4.7,4.1,4.2,6.2,3.4,1255,2143
1782834149573,5.5,0.0,4.1,11.6,6.8,1255,2143
1782834150574,4.7,0.0,5.1,9.5,5.7,1255,2143
1782834151574,5.0,1.0,7.4,6.2,4.7,1255,2143
1782834152576,3.6,2.0,7.4,3.1,2.2,1263,2135
1782834153578,5.6,3.1,10.8,1.0,5.8,1263,2135
1782834154578,4.5,5.2,6.3,2.0,7.4,1263,2135
1782834155580,5.3,7.4,4.1,3.1,4.7,1263,2135
1782834156581,5.3,3.0,11.6,1.0,5.6,1263,2135
1782834157582,5.0,3.1,9.7,2.0,4.7,1263,2135
1782834158584,4.5,4.0,8.4,4.1,4.3,1263,2135
1782834159585,5.8,4.0,9.7,2.0,7.0,1263,2135
1782834160586,4.7,3.0,7.6,2.0,6.7,1263,2135
1782834161586,5.3,3.1,10.6,1.0,6.9,1263,2135
1782834162587,5.6,4.0,10.6,0.0,5.8,1263,2135
1782834163588,4.8,3.1,10.8,1.0,6.8,1263,2135
1782834164588,5.0,4.0,8.2,4.0,4.5,1262,2135
1782834165589,5.3,3.1,9.8,2.0,5.7,1262,2135
1782834166668,4.4,4.6,8.9,1.9,2.1,1262,2135
1782834167670,5.0,4.1,9.8,1.0,3.4,1262,2135
1782834168990,0.6,0.0,0.8,1.5,0.8,1262,2135
1782834169997,0.8,0.0,0.0,0.0,2.0,1262,2135
1782834170997,1.5,2.0,3.2,2.0,0.0,1268,2129
1782834171998,5.6,7.6,6.4,6.2,3.2,1268,2129
1782834172999,7.5,6.2,9.3,6.2,7.1,1268,2129
1782834174000,6.6,7.4,3.1,7.4,6.7,1269,2128
1782834175001,6.7,8.1,4.2,9.6,6.9,1288,2110
1782834176002,7.0,8.1,2.0,13.2,6.9,1288,2110
1782834177044,5.8,8.1,5.0,4.9,3.3,1295,2102
1782834178045,7.7,2.0,10.2,10.8,9.2,1295,2102
1782834179045,5.3,1.0,6.3,8.4,5.9,1295,2102
1782834180046,6.7,1.0,6.1,11.6,9.5,1295,2102
1782834181047,7.5,5.0,8.3,8.5,6.0,1295,2102
1782834182050,7.2,11.1,10.0,0.0,10.0,1297,2100
1782834183050,7.2,0.0,8.2,14.1,5.9,1297,2100
1782834184053,5.8,6.4,6.2,8.6,2.1,1297,2100
1782834185054,4.5,5.4,6.2,6.5,1.0,1297,2100
1782834186055,5.3,6.6,7.1,6.6,0.0,1299,2098
1782834187060,6.0,2.1,8.2,9.7,4.2,1299,2098
1782834188061,5.3,6.5,7.2,7.6,1.0,1299,2098
1782834189062,5.3,7.5,8.1,6.5,0.0,1299,2098
1782834190063,7.0,13.2,7.2,0.0,6.0,1299,2098
1782834191079,7.6,11.2,9.4,0.0,8.9,1299,2098
1782834192083,5.0,6.2,7.6,5.3,2.1,1299,2098
1782834193085,5.8,7.1,10.8,2.0,4.5,1299,2098
1782834194087,6.3,8.2,8.7,3.2,2.1,1299,2098
1782834195087,6.1,9.1,11.6,4.2,3.2,1299,2098
1782834196087,5.8,5.1,9.5,3.0,5.9,1299,2098
1782834197109,1.0,0.0,1.0,0.0,1.1,1299,2098
1782834198406,0.4,0.0,0.8,0.0,0.0,1299,2098
1782834199407,4.4,5.1,4.3,6.3,3.1,1302,2096
1782834200408,9.0,2.1,6.3,15.8,10.4,1304,2093
1782834201409,10.5,8.2,6.4,19.4,9.4,1316,2082
1782834202439,11.8,4.0,14.7,17.8,11.1,1362,2035
