ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782718880376,4.8,0.0,9.3,4.2,4.3,1590,1807
1782718881378,22.5,22.5,29.9,12.2,30.0,1606,1792
1782718882382,39.5,49.2,22.8,35.2,64.9,1621,1776
1782718883384,39.5,44.7,19.5,50.0,60.6,1625,1772
1782718884395,35.1,40.8,27.7,23.8,62.9,1627,1770
1782718885402,40.9,32.5,47.3,26.2,76.2,1628,1769
1782718886407,60.9,61.7,95.5,9.0,98.3,1628,1769
1782718887410,61.3,66.1,90.0,10.2,98.3,1635,1762
1782718888413,64.6,62.7,90.4,18.6,100.0,1645,1753
1782718889419,63.9,53.1,96.1,15.7,98.6,1653,1744
1782718890422,62.4,66.7,92.1,9.9,98.5,1655,1742
1782718891425,66.6,79.0,90.7,12.4,100.0,1655,1742
1782718892433,64.5,73.0,89.3,12.5,98.5,1656,1741
1782718893433,64.5,79.7,92.0,11.0,95.2,1673,1725
1782718894436,71.3,68.5,97.5,30.1,92.8,1728,1669
1782718895447,62.3,16.9,93.6,46.5,98.6,1737,1661
1782718896449,64.4,14.6,89.5,67.2,98.5,1738,1660
1782718897451,61.4,8.6,93.1,64.4,100.0,1739,1659
1782718898458,61.5,76.8,20.9,57.4,100.0,1741,1657
1782718899465,64.9,92.2,23.0,52.9,98.6,1741,1656
1782718900471,58.4,92.2,61.8,37.5,49.3,1741,1656
1782718901504,42.2,43.8,55.7,44.6,20.3,1741,1656
1782718902507,55.8,80.3,38.5,36.0,81.2,1742,1655
1782718903511,54.0,90.9,31.7,73.1,31.4,1743,1654
1782718904516,47.0,63.6,61.1,61.3,11.4,1743,1654
1782718905543,43.6,73.3,54.9,50.6,7.7,1744,1653
1782718906550,26.7,32.1,34.9,18.7,23.8,1694,1703
1782718907552,7.8,10.3,10.7,5.4,3.1,1694,1703
1782718908669,4.7,3.7,8.2,4.6,2.8,1694,1703
1782718909679,5.8,9.9,2.0,10.4,2.1,1696,1702
