ts_unix_ms,elapsed_ms,reasm_ip_ns,reasm_ip_cnt,reasm_tcp_ns,reasm_tcp_cnt,lockwait_ns,parse_ns,parse_cnt,dump_ns,dump_cnt,sip_parse_ns,sip_group_ns,sip_pkt_ns,sip_pkt_cnt,rtp_pkt_ns,rtp_pkt_cnt
1782838034890,30692,149667838,493911,0,0,11725853,705438391,254236,5810654,254236,511410907,35493532,396001612,14562,296925910,239674
1782838035369,31170,149667838,493911,0,0,11725853,705438391,254236,5810654,254236,511410907,35493532,396001612,14562,296925910,239674
1782838035737,31538,149671311,493913,0,0,11726029,705519707,254237,5810836,254237,511470926,35512064,396082784,14563,296925910,239674
1782838036071,31873,149671311,493913,0,0,11726029,705519707,254237,5810836,254237,511470926,35512064,396082784,14563,296925910,239674
1782838036456,32257,149671311,493913,0,0,11726029,705519707,254237,5810836,254237,511470926,35512064,396082784,14563,296925910,239674
1782838036708,32510,149907921,494994,0,0,11767195,712814191,254904,5828083,254904,517601875,35899110,402675095,14815,297596379,240089
1782838036960,32762,150644198,497715,0,0,11815544,721692554,256403,5861875,256403,524564653,36784647,409969472,15092,299114937,241311
1782838037211,33012,151696771,502861,0,0,11898329,733111269,259138,5920828,259138,532653136,37671945,417586337,15416,302472287,243722
1782838037463,33264,153822217,509710,0,0,12033238,747278027,262711,6040711,262711,543009834,38791231,426899574,15714,306980448,246997
1782838037714,33516,158601625,518223,0,0,12411718,764178082,267113,6314672,267113,555601663,39693757,436841363,16004,313738885,251109
1782838037965,33766,162824894,528800,0,0,12641897,786384085,272552,6458550,272552,571703421,41006692,450238611,16306,322255449,256246
1782838038215,34016,166299444,541220,0,0,12832250,802628616,278915,6590914,278915,583054152,41982868,459335547,16612,329152367,262303
1782838038465,34266,171594604,555133,0,0,13268048,824102755,286008,6756931,286008,597196299,43155741,468986977,16883,340445097,269125
1782838038717,34519,176901592,570263,0,0,13723009,847606845,293753,6938701,293753,612645455,44882616,480230109,17244,352346443,276509
1782838038967,34769,182123605,584928,0,0,13994858,874182464,301312,7237384,301312,629795445,47833757,495012075,17696,363802723,283616
1782838039218,35019,187139719,600222,0,0,14304397,902175602,309192,7435374,309192,649215902,50034237,510689410,18164,375754018,291028
1782838039469,35270,192555109,614891,0,0,14699467,928343763,316747,7613382,316747,667422055,51844430,525900248,18604,386380531,298143
1782838039721,35522,199394244,629968,0,0,15208067,959011005,324510,7823045,324510,687103137,55151898,541631050,19053,400935183,305457
1782838039972,35773,205017917,644633,0,0,15485989,988336838,332066,8006496,332066,706961387,57863481,557122427,19500,414432682,312566
1782838040222,36023,211023297,659604,0,0,15788326,1015209483,339748,8198850,339748,724911247,60323868,571196831,19894,426522362,319854
1782838040474,36274,216911546,674267,0,0,16078005,1042328507,347308,8605492,347308,743852292,62964938,587040849,20351,437452233,326957
1782838040725,36527,223624886,688947,0,0,16694476,1073051151,354856,8862522,354856,764395004,66704221,604442492,20766,450384933,334090
1782838040976,36777,230381186,704438,0,0,17028681,1105445524,362828,9075026,362828,785693669,69738472,621944313,21219,464891361,341609
1782838041226,37027,235351381,719744,0,0,17250557,1126018065,370707,9232934,370707,799481171,72388725,634300901,21671,472788800,349036
1782838041477,37277,241484727,734421,0,0,17768741,1152839546,378257,9425187,378257,817168625,75250983,649466282,22095,484009290,356162
1782838041727,37529,247169871,749898,0,0,18601721,1181455754,386234,9623017,386234,835263348,78416043,665104463,22572,496620448,363662
1782838041977,37779,252783864,764975,0,0,18891340,1209086348,393998,9810911,393998,853027356,81897542,681621587,23022,507385819,370976
1782838042228,38028,258066115,779992,0,0,19309748,1232184856,401712,10032390,401712,868590888,83976539,694466815,23433,517309986,378279
1782838042481,38281,263305152,795489,0,0,19798963,1259706223,409684,10232131,409684,885903303,87593396,710497148,23879,528434037,385805
1782838042731,38532,269927174,810569,0,0,20484245,1290498233,417451,10441052,417451,905470005,90945057,726820510,24334,542519074,393117
1782838042981,38783,275054846,825647,0,0,21666455,1321287581,425215,10802155,425215,926374649,93951344,744462053,24785,555086150,400430
1782838043231,39032,282337170,841160,0,0,22006240,1353862164,433195,11246185,433195,947546193,97214393,761460249,25231,570045773,407964
1782838043482,39283,287821573,856259,0,0,23472810,1383845793,440951,11456114,440951,967156095,100641148,777718773,25643,583386738,415308
1782838043733,39535,295662402,871280,0,0,26610362,1416244991,448670,11708787,448670,987169922,104451278,795095027,26062,598003320,422608
1782838043984,39785,301110014,886002,0,0,28464855,1451866360,456273,11909490,456273,1009629068,109150163,815961161,26546,612391669,429727
1782838044235,40035,305671026,901266,0,0,28708039,1473560062,464134,12078120,464134,1023556294,111891071,828154803,27002,621576861,437132
1782838044486,40286,311843012,916359,0,0,29031289,1501390140,471886,12279666,471886,1041290430,115437249,843269682,27413,633919437,444473
1782838044737,40538,317597135,931837,0,0,30089845,1528821587,479867,12470394,479867,1058284406,119855761,859244236,27898,645024094,451969
1782838044987,40789,322051034,947328,0,0,30352958,1554232868,487837,12666515,487837,1074495690,123434199,874394425,28348,654806514,459489
1782838045237,41038,325533155,962659,0,0,30595794,1575012267,495734,12824707,495734,1087553245,126028283,886535930,28810,663144278,466924
1782838045488,41289,328728421,978152,0,0,30836229,1598742107,503702,12994774,503702,1101537099,128969019,900517956,29253,672571349,474449
1782838045738,41540,332288656,993660,0,0,31138452,1624504347,511660,13184093,511660,1115161632,132091457,915957091,29661,682501879,481999
1782838045989,41791,334597078,1009555,0,0,31358103,1647206044,519848,13345050,519848,1128324718,135029097,930776966,30143,689877306,489705
1782838046240,42041,336875662,1024920,0,0,31636095,1671263484,527754,13519050,527754,1142633778,137689453,946789898,30588,697480653,497166
1782838046491,42291,339158379,1040423,0,0,31981637,1695125696,535720,13690358,535720,1155954577,140724585,962360782,31019,705345689,504701
1782838046742,42543,341514029,1055506,0,0,32911290,1726873577,543484,13888741,543484,1172722523,144720540,982380358,31462,716706022,512022
1782838046992,42794,345118609,1070185,0,0,35530293,1758907798,551033,14100330,551033,1189553805,148891503,1001730372,31882,728683157,519151
1782838047244,43045,351069664,1085661,0,0,37229245,1787861320,559016,14285268,559016,1205984466,153089936,1021308167,32371,737712674,526645
1782838047494,43295,353270312,1100323,0,0,37453924,1812149163,566573,14451161,566573,1219688277,156994240,1037779280,32824,745164219,533749
1782838047745,43546,356265347,1115404,0,0,37695136,1837340509,574337,14626213,574337,1233354244,160939182,1054249086,33271,753557063,541066
1782838047995,43797,358426483,1130482,0,0,37911562,1859615846,582100,14782959,582100,1245868484,163712377,1069132323,33719,760652684,548381
1782838048246,44046,360192916,1145341,0,0,38117930,1881472713,589753,14934386,589753,1258758627,166362431,1084123022,34165,767046336,555588
1782838048497,44298,362789274,1160829,0,0,44470358,1911965432,597723,15172732,597723,1276052680,169569112,1103806996,34618,777321186,563105
1782838048748,44549,365904972,1176329,0,0,44903431,1939305022,605688,15373368,605688,1290611282,173427611,1121272852,35048,786801233,570640
1782838048998,44800,368539591,1192257,0,0,46158613,1963216163,613850,15555905,613850,1303584649,176458204,1136471503,35445,795169798,578405
1782838049249,45049,371500424,1207442,0,0,46684394,1990537577,621691,15741221,621691,1318483354,181100223,1155025459,35941,803435102,585750
1782838049501,45302,374763593,1222941,0,0,49225752,2022421310,629660,15964306,629660,1336301012,185481861,1175037835,36379,814894738,593281
1782838049753,45554,377647538,1238204,0,0,50045017,2051290044,637513,16168647,637513,1353766015,189010608,1192772932,36824,825649891,600689
1782838050003,45805,380555059,1253522,0,0,50898324,2079644505,645393,16396254,645393,1369840952,191771088,1210976165,37266,835411577,608127
1782838050254,46054,382714480,1268886,0,0,51131060,2105808794,653305,16565194,653305,1384180903,194909744,1227940604,37726,844202941,615579
1782838050505,46306,385070441,1283967,0,0,51463274,2133292276,661066,16752000,661066,1399289208,198358276,1244827675,38166,854423679,622900
1782838050757,46558,387468012,1299452,0,0,53102585,2160633945,669038,17269088,669038,1415439019,201873445,1262836845,38626,863282280,630412
1782838051008,46810,389707646,1314941,0,0,53573932,2190297665,677014,17466075,677014,1432137333,206012359,1282318185,39088,872942012,637926
1782838051259,47059,391854557,1330298,0,0,53963262,2212837720,684915,17700174,684915,1445093071,208590022,1297086729,39534,880393276,645381
1782838051510,47310,394270222,1345394,0,0,54335659,2242358255,692668,17909119,692668,1461680393,212228098,1316423768,39942,890174813,652726
1782838051760,47562,396484297,1360532,0,0,54595420,2271532735,700471,18095704,700471,1479873244,215483004,1336427176,40412,898758018,660059
1782838052011,47812,398562122,1376370,0,0,54913219,2295804464,708614,18263834,708614,1493453627,218306410,1351942184,40860,907179383,667754
1782838052261,48062,400841132,1391495,0,0,55132469,2317407697,716397,18423956,716397,1505659537,220835118,1365682870,41300,914720578,675097
1782838052513,48313,403927280,1406986,0,0,59396273,2350649608,724370,18650348,724370,1524152815,225177830,1387589760,41754,925669115,682616
1782838052763,48565,407231733,1422070,0,0,60226926,2382815305,732132,18864767,732132,1542896561,228722515,1408313185,42196,936714556,689936
1782838053015,48816,409874944,1437567,0,0,61679403,2411272765,740101,19086420,740101,1559660510,232504691,1425671383,42637,947101567,697464
1782838053265,49066,411809595,1452412,0,0,62870342,2432558893,747744,19316790,747744,1572704967,234866811,1439574569,43077,954010731,704667
1782838053516,49316,416358010,1467912,0,0,63154511,2458974243,755708,19511984,755708,1588309743,237787672,1455385594,43504,964151144,712204
1782838053767,49568,420978085,1483393,0,0,63454100,2489131059,763688,19707325,763688,1605596960,242957409,1473132936,43985,976198278,719703
1782838054018,49819,424720584,1498483,0,0,63689581,2509983064,771448,19865021,771448,1618580855,245903276,1485644371,44414,984242837,727034
1782838054268,50069,427858403,1513468,0,0,63900563,2530469072,779160,20041359,779160,1630335316,249496211,1498525697,44852,991557504,734308
1782838054520,50320,431819047,1528953,0,0,67163617,2558785583,787132,20241006,787132,1647583993,252992757,1515878736,45313,1002149726,741819
1782838054770,50571,435641601,1544044,0,0,67560980,2581193171,794892,20398027,794892,1660674177,255780591,1529763589,45742,1010011253,749150
1782838055021,50822,438395413,1559131,0,0,68080794,2605053703,802653,20654058,802653,1674687806,259111652,1544760082,46177,1018254571,756476
1782838055271,51072,440945381,1574292,0,0,70728421,2632352194,810459,20849329,810459,1691578512,262113475,1561662140,46627,1028227794,763832
1782838055522,51323,443172621,1589372,0,0,72254518,2659212933,818220,21034995,818220,1707066268,265179874,1578717220,47070,1037669765,771150
1782838055772,51574,445597955,1604457,0,0,72506977,2686353443,825982,21389960,825982,1722489934,269032808,1595923475,47507,1047196284,778475
1782838056023,51825,447663890,1619948,0,0,72750479,2712578518,833950,21567229,833950,1737579726,272442663,1613572967,47954,1055386216,785996
1782838056273,52074,450790591,1635128,0,0,73012311,2739775988,841768,21773538,841768,1752135986,276190816,1631006562,48409,1064671159,793359
1782838056525,52325,453593108,1650211,0,0,73482456,2768133353,849532,22137527,849532,1769214782,279156600,1648447399,48854,1075043088,800678
1782838056776,52578,456222078,1665701,0,0,73747727,2795913190,857504,22347341,857504,1783909150,282490181,1666523697,49307,1083820299,808197
1782838057027,52829,458585488,1681198,0,0,76686264,2823972020,865472,22769159,865471,1799407824,285977123,1683798892,49747,1093805525,815724
1782838057278,53078,460251246,1696218,0,0,80090390,2843822839,873202,22918846,873201,1810670349,288899276,1697176740,50187,1099995181,823014
1782838057529,53330,462729240,1711712,0,0,82675338,2867948685,881173,23095959,881172,1824060500,292523176,1712504057,50635,1108443171,830537
1782838057780,53581,464921941,1727208,0,0,82935394,2894210739,889144,23282918,889143,1839104144,295727382,1728794654,51081,1118066218,838062
1782838058031,53833,467244130,1742294,0,0,83232416,2925443816,896907,23517251,896906,1856752656,299432681,1748972652,51520,1128488921,845386
1782838058282,54082,470315726,1757612,0,0,84717821,2953132407,904786,23712009,904785,1873014778,302123548,1765780164,51960,1138987890,852825
1782838058532,54333,472714168,1772695,0,0,87287046,2981133503,912550,23906201,912549,1889205777,304918312,1782619875,52405,1149792854,860144
1782838058783,54585,475305555,1787776,0,0,87577682,3009520801,920313,24114934,920312,1906724036,307762654,1800048841,52850,1160359713,867462
1782838059034,54836,477225963,1803270,0,0,87888426,3031391052,928284,24593342,928283,1919251312,311035204,1814092179,53297,1167884541,874986
1782838059285,55085,479035013,1817953,0,0,88104966,3054055456,935838,24949251,935837,1932294296,313860051,1828410436,53723,1175931640,882114
1782838059539,55340,482408025,1833088,0,0,89014819,3087494371,943632,25163689,943631,1951745563,318054767,1851179381,54177,1186181597,889454
1782838059791,55592,484458409,1848522,0,0,92892438,3114787671,951573,25419679,951572,1966884363,322091478,1869337231,54624,1194966858,896948
1782838060041,55842,487073429,1863611,0,0,93327991,3140870334,959333,25674911,959332,1981629903,325406319,1886726770,55055,1203292149,904277
1782838060293,56094,489982182,1878998,0,0,94981670,3167317044,967262,25865064,967261,1997230455,329096738,1904384646,55526,1211762836,911735
1782838060543,56344,492822672,1894086,0,0,95254767,3195976047,975022,26058803,975021,2013845596,332573013,1923646846,55957,1220733491,919064
1782838060795,56596,495542267,1909575,0,0,95517549,3219837816,982995,26402244,982994,2027257673,335275611,1938805672,56415,1228912250,926579
1782838061046,56848,498396677,1924658,0,0,96157766,3247706341,990757,26582401,990755,2043657435,339214279,1958029710,56855,1237203413,933900
1782838061296,57097,500517750,1939979,0,0,96392009,3272008024,998642,26752458,998640,2058081615,342646366,1974459323,57303,1244754864,941337
1782838061547,57348,503516699,1955478,0,0,99303268,3301833682,1006611,27184449,1006609,2075901620,346070832,1993759211,57743,1254899813,948866
1782838061856,57657,503784516,1957121,0,0,99334319,3303826977,1007446,27206618,1007444,2076976213,346180017,1994613572,57770,1255997913,949674
1782838062121,57923,503784516,1957121,0,0,99334319,3303826977,1007446,27206618,1007444,2076976213,346180017,1994613572,57770,1255997913,949674
1782838062373,58174,503784516,1957121,0,0,99334319,3303826977,1007446,27206618,1007444,2076976213,346180017,1994613572,57770,1255997913,949674
1782838062741,58543,503882498,1957492,0,0,99348558,3403886535,1007676,27209833,1007584,2077511019,346186078,1994648670,57771,1256614538,949813
1782838062992,58793,503882498,1957492,0,0,99348558,3403886535,1007676,27209833,1007584,2077511019,346186078,1994648670,57771,1256614538,949813
1782838063252,59052,503886430,1957494,0,0,99348767,3403934981,1007677,27210002,1007585,2077544241,346197535,1994697033,57772,1256614538,949813
