ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782835304138,35.8,36.7,35.4,37.5,34.3,1743,1654
1782835305139,37.5,34.6,39.5,37.8,40.0,1753,1644
1782835306139,36.4,39.5,32.1,36.7,37.8,1756,1641
1782835307140,36.5,34.2,37.8,37.0,35.2,1758,1639
1782835308141,35.7,32.5,38.3,37.8,35.2,1761,1636
1782835309141,36.7,37.0,35.8,38.8,33.3,1763,1634
1782835310142,37.2,37.5,37.0,38.0,37.5,1766,1631
1782835311143,36.4,25.6,41.5,38.8,38.6,1769,1628
1782835312143,35.5,24.1,42.2,37.5,39.2,1771,1627
1782835313144,36.3,25.3,40.0,41.5,40.3,1782,1615
1782835314145,36.0,25.3,39.2,42.0,38.6,1793,1604
1782835315146,36.3,23.5,42.7,38.8,40.0,1797,1600
1782835316148,35.7,24.4,40.0,38.8,41.4,1797,1600
1782835317149,37.4,25.3,40.0,41.2,43.8,1799,1598
1782835318150,35.5,24.7,42.2,37.5,39.4,1800,1597
1782835319151,34.7,22.5,35.9,40.5,38.9,1802,1596
1782835320151,34.6,23.8,43.0,37.5,35.7,1803,1594
1782835321153,26.8,19.3,28.6,27.2,31.6,1737,1661
1782835322179,0.5,0.0,1.9,1.0,1.0,1737,1661
1782835323362,0.6,0.0,0.9,0.9,0.0,1737,1661
1782835324362,5.6,5.2,5.4,5.3,6.5,1745,1652
1782835325363,34.2,20.7,42.2,34.9,38.2,1786,1611
1782835326372,80.3,64.2,92.1,77.5,86.2,1830,1567
1782835327378,89.8,86.9,91.9,87.1,95.7,1848,1550
1782835328382,87.7,80.2,90.5,86.7,95.2,1867,1530
1782835329387,89.8,88.0,87.7,86.4,97.4,1887,1510
1782835330389,85.3,80.2,86.7,78.8,95.4,1902,1495
1782835331398,92.0,90.5,96.6,88.1,94.2,1905,1493
1782835332400,94.5,97.8,97.8,89.7,92.1,1908,1489
1782835333403,91.6,96.7,89.5,89.4,91.0,1912,1485
1782835334418,95.0,97.7,93.1,93.2,96.2,1915,1482
1782835335419,94.6,90.9,90.9,97.8,98.8,1923,1474
1782835336420,94.5,89.2,92.0,97.7,98.9,1928,1469
1782835337431,93.6,90.5,90.2,95.4,97.7,1931,1466
1782835338435,89.9,88.2,86.2,86.9,98.8,1931,1466
1782835339440,91.3,85.5,94.3,88.1,97.4,1931,1467
1782835340449,89.6,85.0,85.9,88.6,98.7,1935,1462
1782835341452,94.4,93.1,96.6,90.5,97.5,1936,1461
1782835342454,95.6,98.9,96.6,93.1,93.4,1942,1455
1782835343455,94.2,90.6,98.9,94.1,93.0,1947,1451
1782835344457,94.4,94.3,98.9,90.8,94.6,1948,1450
1782835345458,91.9,87.1,97.8,89.7,93.2,1946,1451
1782835346460,94.0,96.6,90.7,94.2,94.5,1948,1449
1782835347462,91.5,96.6,85.0,89.2,94.4,1952,1445
1782835348465,90.1,92.4,87.3,86.1,96.9,1953,1444
1782835349552,48.6,51.5,45.3,46.8,51.2,1794,1603
1782835350601,0.5,0.0,1.0,0.0,1.0,1791,1606
1782835351604,0.8,1.0,1.0,2.0,0.0,1789,1608
1782835352605,6.8,8.3,6.3,6.2,5.3,1803,1594
1782835353611,67.0,69.0,66.7,64.9,67.1,1887,1510
1782835354637,96.8,96.9,93.9,98.4,100.0,1919,1478
1782835355640,96.6,94.5,97.8,97.8,95.1,1906,1491
1782835356641,92.4,90.5,92.9,95.3,91.5,1928,1469
1782835357641,91.0,86.9,87.8,95.5,94.4,1936,1461
1782835358642,88.6,80.5,83.1,91.2,97.8,1951,1446
1782835359645,85.6,80.2,83.5,83.3,95.8,1960,1437
1782835360647,85.1,83.7,82.1,80.0,96.1,1967,1430
1782835361649,87.7,84.3,88.6,84.7,93.0,1971,1426
1782835362662,91.3,85.7,92.0,91.7,96.2,1968,1429
1782835363666,86.1,84.9,81.9,89.8,88.9,1968,1429
1782835364668,83.4,81.9,82.4,81.5,86.5,1961,1436
1782835365669,84.0,78.8,86.2,83.3,88.8,1965,1432
1782835366672,75.8,68.8,78.3,78.3,77.1,1973,1425
1782835367673,82.1,81.2,75.6,79.8,94.4,1977,1421
1782835368673,71.2,66.7,68.4,71.2,78.6,1975,1422
1782835369674,83.2,82.6,83.5,77.4,88.5,1975,1422
1782835370675,74.5,70.4,82.4,72.5,74.6,1972,1425
1782835371676,82.3,80.0,81.2,77.1,92.3,1971,1426
1782835372677,71.3,66.2,75.0,67.1,75.4,1974,1424
1782835373679,82.1,76.8,83.9,79.3,89.3,1973,1424
1782835374680,68.3,64.1,70.7,65.8,73.5,1972,1425
1782835375682,78.5,75.3,78.8,80.7,78.8,1971,1426
1782835376683,69.0,67.5,68.8,67.5,73.8,1970,1427
1782835377777,42.5,44.3,39.1,42.7,44.1,1831,1566
1782835378888,0.5,0.9,0.0,0.0,0.0,1831,1566
1782835379912,0.7,1.0,1.0,0.0,0.0,1831,1566
1782835380917,0.3,0.0,0.0,0.0,1.0,1832,1565
