ts_unix_ms,elapsed_ms,source,recv,drop,ifdrop,d_recv,d_drop,d_ifdrop,drop_pct
1782833891295,0,lo,0,0,0,0,0,0,0.000
1782833891549,253,lo,0,0,0,0,0,0,0.000
1782833891800,505,lo,0,0,0,0,0,0,0.000
1782833892051,756,lo,0,0,0,0,0,0,0.000
1782833892302,1006,lo,0,0,0,0,0,0,0.000
1782833892553,1257,lo,0,0,0,0,0,0,0.000
1782833892822,1527,lo,0,0,0,0,0,0,0.000
1782833893081,1786,lo,0,0,0,0,0,0,0.000
1782833893332,2036,lo,0,0,0,0,0,0,0.000
1782833893584,2289,lo,0,0,0,0,0,0,0.000
1782833893883,2588,lo,0,0,0,0,0,0,0.000
1782833894135,2840,lo,0,0,0,0,0,0,0.000
1782833894437,3141,lo,0,0,0,0,0,0,0.000
1782833894699,3404,lo,0,0,0,0,0,0,0.000
1782833894963,3668,lo,0,0,0,0,0,0,0.000
1782833895214,3919,lo,0,0,0,0,0,0,0.000
1782833895464,4168,lo,248,0,0,248,0,0,0.000
1782833895715,4420,lo,552,0,0,304,0,0,0.000
1782833895966,4671,lo,848,0,0,296,0,0,0.000
1782833896217,4922,lo,1144,0,0,296,0,0,0.000
1782833896468,5172,lo,1436,0,0,292,0,0,0.000
1782833896719,5424,lo,1744,0,0,308,0,0,0.000
1782833896970,5675,lo,2040,0,0,296,0,0,0.000
1782833897221,5926,lo,2342,0,0,302,0,0,0.000
1782833897474,6178,lo,2644,0,0,302,0,0,0.000
1782833897769,6474,lo,2896,0,0,252,0,0,0.000
1782833898165,6870,lo,3212,0,0,316,0,0,0.000
1782833898459,7163,lo,3368,0,0,156,0,0,0.000
1782833898719,7424,lo,4094,0,0,726,0,0,0.000
1782833898971,7676,lo,4396,0,0,302,0,0,0.000
1782833899228,7933,lo,4680,0,0,284,0,0,0.000
1782833899480,8184,lo,4936,0,0,256,0,0,0.000
1782833899988,8693,lo,5460,0,0,524,0,0,0.000
1782833900240,8945,lo,5848,0,0,388,0,0,0.000
1782833900491,9195,lo,6128,0,0,280,0,0,0.000
1782833900747,9452,lo,6324,0,0,196,0,0,0.000
1782833901160,9865,lo,6832,0,0,508,0,0,0.000
1782833901410,10114,lo,7128,0,0,296,0,0,0.000
1782833901740,10445,lo,7532,0,0,404,0,0,0.000
1782833901991,10696,lo,7824,0,0,292,0,0,0.000
1782833902241,10946,lo,8128,0,0,304,0,0,0.000
1782833902499,11203,lo,8424,0,0,296,0,0,0.000
1782833902750,11455,lo,8672,0,0,248,0,0,0.000
1782833903002,11707,lo,8960,0,0,288,0,0,0.000
1782833903258,11963,lo,9248,0,0,288,0,0,0.000
1782833903510,12214,lo,9370,0,0,122,0,0,0.000
1782833903762,12467,lo,9680,0,0,310,0,0,0.000
1782833904014,12719,lo,9784,0,0,104,0,0,0.000
1782833904264,12970,lo,9932,0,0,148,0,0,0.000
1782833904515,13219,lo,10230,0,0,298,0,0,0.000
1782833904765,13470,lo,10536,0,0,306,0,0,0.000
1782833905039,13744,lo,10724,0,0,188,0,0,0.000
1782833905289,13995,lo,11024,0,0,300,0,0,0.000
1782833905541,14245,lo,11335,0,0,311,0,0,0.000
1782833905852,14557,lo,11600,0,0,265,0,0,0.000
1782833906103,14808,lo,11996,0,0,396,0,0,0.000
1782833906515,15219,lo,12488,0,0,492,0,0,0.000
1782833906765,15470,lo,12788,0,0,300,0,0,0.000
1782833907016,15721,lo,13088,0,0,300,0,0,0.000
1782833907268,15973,lo,13388,0,0,300,0,0,0.000
1782833907520,16224,lo,13692,0,0,304,0,0,0.000
1782833907788,16493,lo,13988,0,0,296,0,0,0.000
1782833908047,16752,lo,14292,0,0,304,0,0,0.000
1782833908298,17002,lo,14588,0,0,296,0,0,0.000
1782833908550,17254,lo,14832,0,0,244,0,0,0.000
1782833908804,17509,lo,15134,0,0,302,0,0,0.000
1782833909057,17762,lo,15440,0,0,306,0,0,0.000
1782833909313,18017,lo,15670,0,0,230,0,0,0.000
1782833909564,18268,lo,15952,0,0,282,0,0,0.000
1782833909821,18526,lo,16188,0,0,236,0,0,0.000
1782833910416,19120,lo,16376,0,0,188,0,0,0.000
1782833910744,19449,lo,16940,0,0,564,0,0,0.000
1782833911304,20008,lo,17160,0,0,220,0,0,0.000
1782833911556,20260,lo,17840,0,0,680,0,0,0.000
1782833911807,20512,lo,18144,0,0,304,0,0,0.000
1782833912057,20762,lo,18440,0,0,296,0,0,0.000
1782833912308,21012,lo,18744,0,0,304,0,0,0.000
1782833912559,21263,lo,18988,0,0,244,0,0,0.000
1782833912817,21522,lo,19208,0,0,220,0,0,0.000
1782833913068,21773,lo,19592,0,0,384,0,0,0.000
1782833913342,22046,lo,19884,0,0,292,0,0,0.000
1782833913592,22297,lo,20228,0,0,344,0,0,0.000
1782833913844,22549,lo,20528,0,0,300,0,0,0.000
1782833914094,22799,lo,20828,0,0,300,0,0,0.000
1782833914354,23058,lo,21144,0,0,316,0,0,0.000
1782833914621,23326,lo,21440,0,0,296,0,0,0.000
1782833914871,23576,lo,21624,0,0,184,0,0,0.000
1782833915131,23836,lo,21938,0,0,314,0,0,0.000
1782833915385,24089,lo,22172,0,0,234,0,0,0.000
1782833915636,24341,lo,22392,0,0,220,0,0,0.000
1782833915963,24668,lo,22784,0,0,392,0,0,0.000
1782833916264,24969,lo,22964,0,0,180,0,0,0.000
1782833916521,25225,lo,23374,0,0,410,0,0,0.000
1782833916782,25487,lo,23612,0,0,238,0,0,0.000
1782833917039,25744,lo,23914,0,0,302,0,0,0.000
1782833917290,25995,lo,24216,0,0,302,0,0,0.000
1782833917543,26247,lo,24524,0,0,308,0,0,0.000
1782833917800,26505,lo,24812,0,0,288,0,0,0.000
1782833918051,26756,lo,25136,0,0,324,0,0,0.000
1782833918302,27006,lo,25432,0,0,296,0,0,0.000
1782833918555,27259,lo,25736,0,0,304,0,0,0.000
1782833918806,27511,lo,26036,0,0,300,0,0,0.000
1782833919057,27762,lo,26336,0,0,300,0,0,0.000
1782833919308,28012,lo,26636,0,0,300,0,0,0.000
1782833919559,28263,lo,26944,0,0,308,0,0,0.000
1782833919811,28516,lo,27244,0,0,300,0,0,0.000
1782833920061,28766,lo,27548,0,0,304,0,0,0.000
1782833920311,29015,lo,27776,0,0,228,0,0,0.000
1782833920563,29267,lo,27776,0,0,0,0,0,0.000
1782833920816,29521,lo,27776,0,0,0,0,0,0.000
1782833921066,29771,lo,27776,0,0,0,0,0,0.000
1782833921317,30021,lo,27776,0,0,0,0,0,0.000
1782833921569,30273,lo,27776,0,0,0,0,0,0.000
1782833921819,30524,lo,27776,0,0,0,0,0,0.000
1782833922070,30775,lo,27776,0,0,0,0,0,0.000
1782833922321,31025,lo,27776,0,0,0,0,0,0.000
1782833922571,31275,lo,27776,0,0,0,0,0,0.000
1782833922854,31559,lo,27776,0,0,0,0,0,0.000
1782833923214,31919,lo,27776,0,0,0,0,0,0.000
1782833923465,32169,lo,28160,0,0,384,0,0,0.000
1782833923886,32591,lo,28206,0,0,46,0,0,0.000
1782833924136,32841,lo,29764,0,0,1558,0,0,0.000
1782833924387,33091,lo,31260,0,0,1496,0,0,0.000
1782833924638,33343,lo,32756,0,0,1496,0,0,0.000
1782833924888,33593,lo,33784,0,0,1028,0,0,0.000
1782833925139,33844,lo,34988,0,0,1204,0,0,0.000
1782833925390,34094,lo,36494,0,0,1506,0,0,0.000
1782833925640,34345,lo,38004,0,0,1510,0,0,0.000
1782833925905,34610,lo,39582,0,0,1578,0,0,0.000
1782833926155,34860,lo,40942,0,0,1360,0,0,0.000
1782833926406,35110,lo,42384,0,0,1442,0,0,0.000
1782833926656,35361,lo,43806,0,0,1422,0,0,0.000
1782833926907,35612,lo,44899,0,0,1093,0,0,0.000
1782833927181,35886,lo,45660,0,0,761,0,0,0.000
1782833927432,36136,lo,47516,0,0,1856,0,0,0.000
1782833927684,36389,lo,48732,0,0,1216,0,0,0.000
1782833927937,36642,lo,50536,0,0,1804,0,0,0.000
1782833928187,36892,lo,52052,0,0,1516,0,0,0.000
1782833928498,37202,lo,53532,0,0,1480,0,0,0.000
1782833928761,37466,lo,55016,0,0,1484,0,0,0.000
1782833929012,37717,lo,56692,0,0,1676,0,0,0.000
1782833929262,37967,lo,58208,0,0,1516,0,0,0.000
1782833929664,38369,lo,59649,0,0,1441,0,0,0.000
1782833929928,38633,lo,60516,0,0,867,0,0,0.000
1782833930178,38883,lo,61328,0,0,812,0,0,0.000
1782833930428,39132,lo,62828,0,0,1500,0,0,0.000
1782833930678,39383,lo,64340,0,0,1512,0,0,0.000
1782833930929,39634,lo,65840,0,0,1500,0,0,0.000
1782833931181,39886,lo,67358,0,0,1518,0,0,0.000
1782833931431,40135,lo,68858,0,0,1500,0,0,0.000
1782833931682,40387,lo,70368,0,0,1510,0,0,0.000
1782833931933,40638,lo,71336,0,0,968,0,0,0.000
1782833932184,40889,lo,72292,0,0,956,0,0,0.000
1782833932435,41139,lo,73808,0,0,1516,0,0,0.000
1782833932688,41393,lo,75020,0,0,1212,0,0,0.000
1782833932952,41657,lo,76188,0,0,1168,0,0,0.000
1782833933204,41910,lo,77606,0,0,1418,0,0,0.000
1782833933458,42162,lo,78740,0,0,1134,0,0,0.000
1782833933712,42417,lo,79692,0,0,952,0,0,0.000
1782833933968,42673,lo,80870,0,0,1178,0,0,0.000
1782833934225,42930,lo,81472,0,0,602,0,0,0.000
1782833934556,43260,lo,83508,0,0,2036,0,0,0.000
1782833934806,43511,lo,85012,0,0,1504,0,0,0.000
1782833935057,43762,lo,86516,0,0,1504,0,0,0.000
1782833935307,44011,lo,87580,0,0,1064,0,0,0.000
1782833935558,44262,lo,89096,0,0,1516,0,0,0.000
1782833935812,44517,lo,90352,0,0,1256,0,0,0.000
1782833936201,44906,lo,90410,0,0,58,0,0,0.000
1782833936453,45158,lo,91764,0,0,1354,0,0,0.000
1782833936704,45409,lo,93336,0,0,1572,0,0,0.000
1782833936955,45660,lo,94836,0,0,1500,0,0,0.000
1782833937205,45910,lo,96344,0,0,1508,0,0,0.000
