ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782833896287,3.3,6.9,0.0,3.0,4.1,1171,2227
1782833897369,2.4,1.0,3.7,5.7,2.9,1172,2225
1782833898461,2.1,2.8,0.9,2.9,0.0,1175,2222
1782833899463,2.8,1.1,4.3,1.0,2.0,1177,2220
1782833900464,1.3,2.0,1.0,1.0,2.0,1177,2220
1782833901469,1.0,1.0,2.1,1.0,1.0,1177,2220
1782833902471,2.3,1.0,3.2,1.0,2.2,1178,2220
1782833903472,1.6,2.1,2.2,1.0,1.0,1178,2219
1782833904473,2.6,2.0,5.2,2.0,2.1,1178,2219
1782833905474,1.6,1.0,3.2,2.0,1.1,1178,2219
1782833906515,1.5,3.1,1.0,0.0,0.0,1178,2219
1782833907516,2.6,6.3,0.0,1.0,5.6,1178,2219
1782833908529,2.5,3.0,2.0,2.0,3.0,1178,2219
1782833909554,1.5,0.0,4.1,3.1,1.0,1178,2219
1782833910571,2.0,1.0,1.0,4.0,1.0,1179,2218
1782833911572,2.0,1.0,3.1,1.1,2.0,1180,2217
1782833912577,2.3,3.0,3.1,0.0,3.3,1182,2215
1782833913577,2.6,4.2,2.0,2.1,1.0,1182,2215
1782833914582,1.8,1.0,2.0,4.2,2.2,1183,2214
1782833915620,1.2,0.0,2.1,1.0,1.9,1183,2214
1782833916625,1.8,0.0,2.1,4.2,1.0,1183,2214
1782833917625,2.1,1.0,3.2,3.2,0.0,1184,2213
1782833918626,2.8,1.0,4.2,4.1,1.1,1185,2212
1782833919627,2.4,0.0,1.0,5.3,4.5,1187,2210
1782833920630,1.8,0.0,1.0,3.1,3.4,1187,2210
1782833921631,0.3,1.0,0.0,0.0,1.1,1187,2210
1782833922632,0.3,0.0,0.0,0.0,1.1,1187,2210
1782833923885,1.0,1.6,0.8,1.6,0.8,1189,2208
1782833924887,4.7,2.1,4.2,5.2,4.5,1192,2205
1782833925889,5.8,4.1,10.2,4.2,5.8,1206,2191
1782833926892,5.5,8.5,6.2,6.2,4.1,1219,2178
1782833927896,5.7,2.1,4.1,7.6,5.4,1233,2164
1782833928897,3.9,4.2,4.3,2.0,4.3,1245,2153
1782833929915,3.8,1.0,5.9,6.2,3.2,1245,2153
1782833930916,4.2,2.1,5.2,4.1,6.7,1245,2153
1782833931920,5.5,2.0,5.1,9.7,5.6,1245,2153
1782833932928,3.4,0.0,4.2,5.3,3.2,1245,2153
1782833933929,3.7,1.0,6.4,4.2,4.2,1245,2153
1782833934930,2.9,1.0,4.3,2.1,3.4,1245,2152
1782833936198,2.6,4.1,4.1,1.6,2.4,1245,2152
1782833937198,4.3,2.1,9.8,1.0,3.4,1245,2152
1782833938198,5.5,0.0,10.6,5.0,6.8,1245,2152
1782833939199,5.5,2.0,11.6,3.1,4.6,1245,2152
1782833940199,5.8,1.0,12.8,5.0,4.7,1248,2149
1782833941200,4.5,9.5,4.1,0.0,5.8,1248,2149
1782833942200,5.8,13.4,3.1,1.0,4.6,1248,2149
1782833943201,4.2,4.2,6.1,3.2,3.1,1248,2149
1782833944207,2.3,2.0,5.3,4.2,0.0,1249,2149
1782833945212,3.9,2.0,7.5,3.1,3.3,1249,2148
1782833946216,2.4,1.0,5.4,2.2,1.0,1249,2148
1782833947220,4.2,0.0,2.1,7.5,5.6,1249,2148
1782833948231,2.9,1.0,4.3,6.2,1.0,1249,2148
1782833949270,1.5,1.9,3.0,2.0,1.0,1249,2148
1782833950270,0.8,1.0,0.0,0.0,0.0,1249,2148
1782833951273,0.8,1.0,0.0,1.0,2.3,1249,2148
1782833952273,6.1,4.0,4.1,7.7,8.0,1251,2146
1782833953274,7.6,0.0,7.1,12.6,9.2,1251,2146
1782833954274,6.9,6.1,8.2,8.5,5.4,1258,2139
1782833955275,8.3,2.0,8.3,17.6,4.7,1278,2119
1782833956277,7.7,6.2,9.3,12.8,4.4,1285,2112
1782833957293,17.5,24.5,6.2,26.4,13.3,1285,2112
1782833958295,9.9,16.9,5.3,9.5,6.9,1285,2112
1782833959296,13.5,15.6,8.4,16.3,13.9,1285,2112
1782833960298,18.0,1.0,29.8,24.7,20.3,1285,2112
1782833961299,16.6,17.5,24.4,5.2,20.5,1285,2112
1782833962300,15.5,12.4,28.6,6.1,15.9,1285,2112
1782833963301,13.0,10.3,10.8,16.5,17.1,1285,2112
1782833964425,12.2,14.7,19.6,0.9,14.3,1285,2112
1782833965426,24.4,32.3,36.7,2.1,30.2,1293,2104
1782833966428,19.5,21.4,27.7,4.0,28.6,1294,2103
1782833967431,10.2,10.9,14.0,10.4,6.5,1294,2103
1782833968436,16.8,25.0,4.1,19.6,19.2,1294,2103
1782833969439,12.6,8.4,9.6,15.6,18.2,1294,2103
1782833970452,13.2,12.9,5.1,23.6,14.1,1294,2103
1782833971455,9.2,1.0,14.3,13.5,5.5,1294,2103
1782833972456,15.9,7.4,13.3,23.8,24.3,1294,2103
1782833973457,15.4,2.0,15.3,25.6,21.6,1294,2103
1782833974457,14.6,1.0,17.0,19.5,24.0,1295,2102
1782833975458,11.0,3.1,17.2,13.8,12.5,1298,2100
1782833976463,7.2,2.0,12.1,8.7,2.2,1298,2100
1782833979557,0.7,0.6,0.6,1.0,1.0,1291,2106
1782833980569,14.2,13.0,13.0,16.5,13.5,1295,2102
1782833981570,12.5,6.2,15.8,17.9,10.7,1295,2102
1782833982570,12.5,23.1,2.1,15.5,8.5,1327,2070
1782833983575,8.2,5.2,7.2,13.7,6.7,1351,2046
1782833984575,9.7,4.1,12.0,12.5,10.5,1352,2045
1782833985577,12.3,16.9,6.2,17.0,10.0,1352,2045
1782833986577,13.5,16.9,8.3,18.3,11.8,1352,2045
1782833987578,13.4,15.7,3.2,16.7,17.4,1368,2029
1782833988578,8.1,8.4,6.2,13.3,6.5,1377,2021
1782833989580,8.2,7.2,9.2,9.9,4.5,1377,2020
1782833990580,10.8,15.8,3.1,16.5,8.0,1377,2020
1782833991581,7.9,14.6,3.2,12.8,1.1,1379,2018
1782833992586,9.6,14.3,5.3,12.2,5.4,1379,2018
1782833993587,8.2,11.6,12.8,4.1,4.4,1380,2017
1782833994587,10.3,15.6,14.3,3.1,8.2,1380,2017
1782833995588,10.0,15.5,15.2,4.1,5.8,1380,2017
1782833996589,9.5,14.3,10.8,10.9,2.0,1381,2016
1782833997592,7.1,9.9,8.6,9.3,1.0,1382,2015
1782833998593,11.3,19.1,3.1,16.7,4.7,1382,2015
1782833999593,9.0,8.5,8.8,14.4,5.3,1383,2014
1782834000594,10.5,7.5,13.2,14.7,4.4,1385,2012
1782834001604,5.6,10.8,10.5,1.0,3.4,1385,2012
1782834002658,5.0,2.9,6.1,5.0,3.2,1385,2012
1782834003662,5.7,1.0,8.7,7.7,5.6,1388,2009
1782834004664,6.8,2.0,14.1,4.2,10.7,1388,2009
1782834005669,0.5,0.0,0.0,0.0,1.0,1373,2024
1782834006697,0.7,0.0,1.0,1.0,0.0,1373,2025
1782834007850,0.2,0.0,0.0,0.9,0.9,1373,2025
1782834008853,18.2,34.0,16.0,8.5,13.3,1373,2024
1782834009854,17.6,33.3,24.1,2.0,11.5,1388,2009
1782834010855,22.9,43.0,20.8,9.2,17.5,1465,1932
1782834011859,15.7,10.1,17.5,7.4,28.1,1508,1889
1782834012860,12.3,5.3,19.8,17.4,5.5,1509,1888
1782834013861,15.2,27.7,21.6,2.0,10.0,1511,1886
1782834014863,14.2,16.5,15.4,23.7,2.1,1515,1882
1782834015863,13.8,7.4,16.9,25.0,6.7,1515,1882
1782834016864,19.7,1.0,29.2,33.7,14.3,1516,1882
1782834017865,18.2,8.3,17.6,33.3,14.1,1518,1879
1782834018866,18.6,0.0,25.3,34.4,13.5,1540,1857
1782834019869,6.6,5.1,5.3,9.4,5.5,1541,1856
1782834020869,8.3,11.0,4.0,13.3,7.2,1542,1855
1782834021878,9.0,9.4,3.1,14.9,7.5,1545,1852
1782834022879,13.1,11.6,20.8,9.9,9.9,1549,1848
1782834023880,13.2,4.3,23.9,15.4,9.2,1550,1847
1782834024880,19.4,12.9,33.0,10.8,19.0,1550,1847
1782834025880,19.4,1.0,33.3,23.0,22.2,1550,1847
1782834026881,19.6,2.0,34.7,29.2,13.3,1566,1831
1782834027882,20.8,5.1,34.0,29.7,14.5,1585,1812
1782834028882,19.2,3.1,21.4,32.3,19.2,1585,1812
1782834029882,19.6,5.3,15.1,35.1,23.8,1589,1808
1782834030883,19.0,1.0,21.4,33.3,21.2,1593,1804
1782834031883,13.4,2.0,21.9,21.3,9.2,1601,1796
1782834032884,25.9,21.9,19.1,40.7,21.7,1601,1796
1782834034424,0.7,1.3,0.7,1.5,0.7,1562,1835
1782834035443,1.2,1.0,1.0,0.0,0.0,1562,1835
1782834036445,21.4,16.1,19.8,35.8,14.3,1572,1826
1782834037446,54.7,12.8,65.1,91.2,47.9,1580,1818
1782834038446,48.3,4.1,61.4,85.9,44.4,1625,1772
1782834039447,59.0,7.4,96.0,81.9,29.4,1783,1614
1782834040449,54.2,9.7,83.9,79.8,33.3,1901,1496
1782834041454,42.2,8.4,52.4,75.8,31.2,1901,1496
1782834042454,37.1,9.7,40.2,71.7,24.3,1907,1490
1782834043456,35.0,3.0,37.5,73.0,28.4,1907,1490
1782834044458,37.1,3.2,71.7,42.0,31.3,1911,1486
1782834045461,42.0,16.5,52.2,60.0,41.7,1887,1510
1782834046462,26.3,7.2,27.7,47.3,22.2,1901,1496
1782834047463,26.4,52.7,14.3,21.3,15.4,1904,1493
1782834048463,37.4,74.4,3.0,45.7,28.1,1904,1493
1782834049466,30.1,56.7,8.6,39.3,16.2,1909,1489
1782834050466,40.0,78.9,3.0,48.7,32.3,1913,1485
1782834051467,36.6,57.0,5.2,55.6,29.2,1913,1485
1782834052467,37.0,43.8,3.0,73.6,28.6,1920,1477
1782834053468,25.4,33.3,4.1,48.9,12.5,1945,1452
1782834054469,38.0,41.6,0.0,71.4,43.8,1945,1452
1782834055473,39.3,47.6,39.2,37.4,32.3,1945,1452
1782834056474,38.6,41.9,73.0,8.4,29.5,1945,1452
1782834057475,37.5,5.1,43.0,73.9,28.1,1960,1437
1782834058476,27.4,8.8,40.0,34.8,29.8,1987,1410
1782834059477,40.4,42.5,33.0,52.1,29.3,1987,1410
1782834060478,39.8,61.9,66.7,0.0,34.8,1987,1410
1782834061496,20.8,39.2,25.9,2.9,15.6,1910,1487
1782834062629,0.9,0.0,2.9,0.0,0.0,1910,1487
1782834063735,0.9,0.0,3.2,0.9,0.9,1909,1488
1782834064761,0.8,2.0,1.0,1.0,0.0,1912,1486
