ts_unix_ms,cpu_all_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,mem_used_mb,mem_avail_mb
1782834633040,95.0,91.9,98.9,95.6,93.2,1807,1590
1782834634040,87.4,85.7,90.7,84.7,89.5,1708,1690
1782834635040,0.8,2.0,0.0,2.0,1.0,1658,1739
1782834636106,0.7,0.0,0.0,1.0,2.1,1655,1742
1782834637121,1.0,0.0,1.0,1.0,0.0,1653,1744
1782834638122,41.6,46.0,44.2,54.0,17.6,1724,1674
1782834639137,91.3,83.6,90.6,100.0,90.7,1789,1608
1782834640137,94.4,90.5,95.1,100.0,93.2,1772,1625
1782834641143,95.4,96.7,97.8,96.8,89.0,1782,1615
1782834642145,93.3,95.2,91.5,91.2,95.7,1790,1607
1782834643151,95.5,98.9,93.3,96.7,92.5,1810,1587
1782834644162,94.3,93.2,97.8,95.5,89.6,1821,1577
1782834645162,91.0,86.4,97.8,88.4,90.7,1817,1580
1782834646163,85.0,80.7,85.4,83.5,89.7,1819,1578
1782834647165,82.5,80.5,77.2,76.5,93.9,1821,1576
1782834648166,80.4,79.5,81.4,79.8,84.0,1827,1570
1782834649168,75.5,74.1,72.8,73.8,81.1,1830,1567
1782834650171,76.9,73.2,74.7,73.5,86.2,1829,1568
1782834651174,73.8,72.8,71.6,81.6,69.3,1824,1573
1782834652175,79.2,78.3,81.2,78.3,78.2,1824,1573
1782834653176,73.5,72.0,82.4,71.6,66.7,1825,1573
1782834654178,82.9,80.2,89.9,82.7,76.9,1829,1568
1782834655179,78.2,77.5,84.3,75.6,75.0,1834,1563
1782834656183,81.0,84.4,83.5,82.1,71.8,1837,1560
1782834657184,75.8,78.8,86.7,74.1,61.5,1834,1563
1782834658186,79.4,73.4,84.1,74.1,83.8,1836,1562
1782834659188,73.5,71.6,74.1,70.0,79.5,1835,1562
1782834660190,80.4,86.2,73.8,79.3,83.1,1835,1562
1782834661194,76.2,74.7,73.4,83.5,72.0,1836,1561
1782834662196,81.2,77.5,86.4,79.5,82.3,1836,1561
1782834663196,19.3,21.7,25.0,11.0,21.9,1893,1504
1782834667778,1.5,0.0,4.0,0.4,1.8,1887,1510
1782834668779,29.1,36.9,17.9,39.8,21.8,1724,1674
1782834669793,0.5,1.0,0.0,0.0,0.0,1718,1679
1782834670794,1.0,1.0,0.0,0.0,1.0,1713,1684
1782834671810,0.5,0.0,2.0,0.0,1.0,1714,1683
